SCF ID,Core VCF Category,Core VCF Category Description,Correlated Baseline Technical Controls,DORA RTS on ICT Risk Management Reference
PRI-03,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.3,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-03.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-03.5,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.6,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.7,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.8,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-03.9,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.10,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-03.11,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-04,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-04.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-04.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-04.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-04.4,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-04.5,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-04.6,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-04.7,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-05.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-05.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-05.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 5. (a)"
PRI-05.4,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-05.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-05.6,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-05.7,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-05.8,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-06,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-06.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-06.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-06.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-06.4,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-06.5,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-06.6,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-06.7,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-07,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-07.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-07.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-07.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-07.4,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-07.5,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-08,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
PRI-09,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-10,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-10.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-10.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-11,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-12,Not currently mapped,Capabilities may exist but are not currently mapped.,,
PRI-12.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-13,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-14,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-14.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-14.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-15,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-16,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-17,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-17.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-17.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRI-18,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRM-01,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 1 (d)
Article 15, 1.
Article 15, 3. (a)"
PRM-01.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 15, 3. (a)
Article 15, 3. (c)
Article 15, 3. (e)"
PRM-01.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
PRM-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 15, 3. (b)"
PRM-03,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 15, 2."
PRM-04,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 15, 1.
Article 15, 3. (g)"
PRM-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 15, 2."
PRM-06,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 6, 3.
Article 15, 2.
Article 15, 3. (d)
Article 15, 5. (a), (b)"
PRM-07,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 15, 3. (f)
Article 15, 3. (6)"
PRM-08,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,"Article 15, 4."
RSK-01,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 2, 2. (j)
Article 3 (a)
Article 3 (f)"
RSK-01.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-01.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 3 (d)(ii)1,2"
RSK-01.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-01.4,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-01.5,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
RSK-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 14, 2."
RSK-02.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-03,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-03.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,Article 3 (d)(i)
RSK-04,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,Article 3 (b)(i)(ii)
RSK-04.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,Article 3 (d)(iii)
RSK-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-06,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 3, (c)"
RSK-06.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-06.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 3, (c)
Article 6, 5. "
RSK-07,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-08,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 3 (f)
Article 5, 2. (a)(b)"
RSK-09,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-09.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-09.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
RSK-10,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
RSK-11,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 3 (d)(iv)(1),(2),(3)
Article 3 (e)(i)(ii)(iii)"
RSK-12,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-01,Secure System Design,VMware Cloud Foundation (VCF) supports flexible infrastructure architectures while maintaining security controls through its modular design and policy-driven automation. Organizations can implement secure system designs that align with their specific security requirements and compliance frameworks.,Not Applicable,"Article 2, 2. (h)
Article 6, 3.
Article 6, 4"
SEA-01.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SEA-01.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SEA-02.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-02.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-02.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 4, 2. (c)"
SEA-03,Secure System Design,VMware Cloud Foundation (VCF) supports flexible infrastructure architectures while maintaining security controls through its modular design and policy-driven automation. Organizations can implement secure system designs that align with their specific security requirements and compliance frameworks.,,
SEA-03.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-03.2,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
SEA-04,Isolation and Multitenancy,"Multitenancy is supported through vSphere’s ability to run each virtual machine (VM) in an isolated environment, preventing interference and ensuring data separation, which is foundational for hosting different tenants. Beyond the hypervisor, VCF enhances multitenancy with tools like vRealize Automation and vCloud Director, which enable the creation of separate management domains, policy-based access controls, and resource allocation per tenant. Additionally, vSphere Namespaces, part of vSphere with Tanzu, allow for fine-grained isolation of resources for containerized workloads.

Isolation inside the hypervisor is a key strength of VCF, driven by vSphere’s design to segregate VMs at the hardware level, with dedicated virtual CPU, memory, and storage for each. Network and storage isolation are further reinforced through virtual switches, port groups, and storage policies, ensuring that tenants’ traffic and data remain distinct. This isolation is critical for security in multitenant environments, and vSphere’s NIAP (National Information Assurance Partnership) certification validates its compliance with stringent security standards, such as those required for government use. While the certification specifically applies to vSphere, it underpins the hypervisor-level security that VCF relies on, offering assurance that tenant isolation is robust and trustworthy.",,
SEA-04.1,Isolation and Multitenancy,"Multitenancy is supported through vSphere’s ability to run each virtual machine (VM) in an isolated environment, preventing interference and ensuring data separation, which is foundational for hosting different tenants. Beyond the hypervisor, VCF enhances multitenancy with tools like vRealize Automation and vCloud Director, which enable the creation of separate management domains, policy-based access controls, and resource allocation per tenant. Additionally, vSphere Namespaces, part of vSphere with Tanzu, allow for fine-grained isolation of resources for containerized workloads.

Isolation inside the hypervisor is a key strength of VCF, driven by vSphere’s design to segregate VMs at the hardware level, with dedicated virtual CPU, memory, and storage for each. Network and storage isolation are further reinforced through virtual switches, port groups, and storage policies, ensuring that tenants’ traffic and data remain distinct. This isolation is critical for security in multitenant environments, and vSphere’s NIAP (National Information Assurance Partnership) certification validates its compliance with stringent security standards, such as those required for government use. While the certification specifically applies to vSphere, it underpins the hypervisor-level security that VCF relies on, offering assurance that tenant isolation is robust and trustworthy.",,
SEA-04.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-04.3,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-04.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-05,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",,
SEA-06,System Integrity,"VMware Cloud Foundation (VCF) provides a number of safeguards against loss of system integrity, starting at system hardware with the use of Secure Boot, Trusted Platform Modules, Reliable Memory, Intel Trusted Execution Technology, and use of confidential computing tools like AMD SEV-ES. The hypervisor enforces code signing, preventing installation and execution of malware and ransomware toolkits, as well as isolating workloads from each other and from the hypervisor. vCenter monitors host attestation state, ensuring that hosts have booted in known good configurations, and Aria Operations continously monitors security state for the entire cluster, alerting if something is amiss. vSAN has numerous data integrity features, including customizable protection policies, continous integrity checks, stretched clusters, and availability zones. VCF also monitors, detects, and corrects changes to host and software configurations through Lifecycle Manager and Configuration Profiles.",,
SEA-07,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-07.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SEA-07.2,Not Supported,Activity contains an aspect that is not supported directly on the platform. Compensating controls may exist to handle this case.,,
SEA-07.3,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-08,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-08.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-09,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SEA-09.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-10,System Integrity,"VMware Cloud Foundation (VCF) provides a number of safeguards against loss of system integrity, starting at system hardware with the use of Secure Boot, Trusted Platform Modules, Reliable Memory, Intel Trusted Execution Technology, and use of confidential computing tools like AMD SEV-ES. The hypervisor enforces code signing, preventing installation and execution of malware and ransomware toolkits, as well as isolating workloads from each other and from the hypervisor. vCenter monitors host attestation state, ensuring that hosts have booted in known good configurations, and Aria Operations continously monitors security state for the entire cluster, alerting if something is amiss. vSAN has numerous data integrity features, including customizable protection policies, continous integrity checks, stretched clusters, and availability zones. VCF also monitors, detects, and corrects changes to host and software configurations through Lifecycle Manager and Configuration Profiles.",,
SEA-11,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-12,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-13,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-13.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-14,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-14.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-14.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-15,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-16,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-17,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-18,Login Banners,All interactive user interfaces may have login banners configured.,esxi-8.annotations-welcomemessage; esxi-8.etc-issue; esxi-8.ssh-login-banner; vcenter-8.administration-login-message-details; vcenter-8.administration-login-message-enable; vcenter-8.administration-login-message-text; vcenter-8.etc-issue,
SEA-18.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SEA-18.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-19,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SEA-20,Time Synchronization,"Time synchronization is a configurable option across the VMware Cloud Foundation (VCF) platform, with options including use of host clocks in disconnected environments, Network Time Protocol (NTP), and Precision Time Protocol (PTP). PTP is supported in the hypervisor and is able to be passed to workloads when properly configured.",esxi-8.timekeeping-services; esxi-8.timekeeping-sources; vcenter-8.vami-time,
SEA-21,Not currently mapped,Capabilities may exist but are not currently mapped.,,
OPS-01,Continuous Control Validation and Event Detection,"VMware Cloud Foundation (VCF) integrates security monitoring capabilities through VMware Aria Operations suite (Operations, Operations for Logs, Operations for Networks) and VMware vDefend Firewall services. The platform combines signature-based intrusion detection with behavioral analysis for advanced threat detection. Customizable real-time system alerts flag security misconfigurations and potential threats across the infrastructure stack, including policy, log data, and system health violations such as vSAN storage alerts. Security and operations teams can leverage interfaces, CLI tools, and APIs to automate security posture assessment and remediation workflows, as well as integrate third-party monitoring,  analysis, and SIEM tools. The platform has customizable retention periods for data.",Not Applicable,Article 1 (b)
OPS-01.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
OPS-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
OPS-03,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
OPS-04,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
OPS-05,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
OPS-06,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
OPS-07,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
SAT-01,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-02.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SAT-02.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03.1,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SAT-03.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SAT-03.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03.6,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03.7,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SAT-03.8,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-03.9,Not currently mapped,Capabilities may exist but are not currently mapped.,,
SAT-04,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
SAT-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-01,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 1. (a)
Article 16, 1. (b)(i)"
TDA-01.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-01.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-01.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-01.4,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-02.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-02.2,Isolation and Multitenancy,"Multitenancy is supported through vSphere’s ability to run each virtual machine (VM) in an isolated environment, preventing interference and ensuring data separation, which is foundational for hosting different tenants. Beyond the hypervisor, VCF enhances multitenancy with tools like vRealize Automation and vCloud Director, which enable the creation of separate management domains, policy-based access controls, and resource allocation per tenant. Additionally, vSphere Namespaces, part of vSphere with Tanzu, allow for fine-grained isolation of resources for containerized workloads.

Isolation inside the hypervisor is a key strength of VCF, driven by vSphere’s design to segregate VMs at the hardware level, with dedicated virtual CPU, memory, and storage for each. Network and storage isolation are further reinforced through virtual switches, port groups, and storage policies, ensuring that tenants’ traffic and data remain distinct. This isolation is critical for security in multitenant environments, and vSphere’s NIAP (National Information Assurance Partnership) certification validates its compliance with stringent security standards, such as those required for government use. While the certification specifically applies to vSphere, it underpins the hypervisor-level security that VCF relies on, offering assurance that tenant isolation is robust and trustworthy.",Not Applicable,
TDA-02.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-02.4,Secure Configuration Baselines,VMware Cloud Foundation (VCF) security configurations are documented in the VMware Security Configuration Guide. Broadcom also provides US Defense Information Systems Agency (DISA) Security Technical Implementation Guides (STIGs) and STIG Readiness Guides and collaborates with the Center for Internet Security (CIS) to maintain a subset of security baselines.,,
TDA-02.5,Architecture Documentation,"The VMware Aria Operations suite provides network topology mapping and infrastructure visualization tools to support architectural documentation and deployment planning. These built-in capabilities enable teams to diagram infrastructure and workload relationships and document implementations across the VMware Cloud Foundation (VCF) environment. This includes diagramming live system data flows using Aria Operations for Networks.

VCF includes documentation of network ports and protocols used by the products at ports.broadcom.com.",Not Applicable,
TDA-02.6,Architecture Documentation,"The VMware Aria Operations suite provides network topology mapping and infrastructure visualization tools to support architectural documentation and deployment planning. These built-in capabilities enable teams to diagram infrastructure and workload relationships and document implementations across the VMware Cloud Foundation (VCF) environment. This includes diagramming live system data flows using Aria Operations for Networks.

VCF includes documentation of network ports and protocols used by the products at ports.broadcom.com.",Not Applicable,
TDA-02.7,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-03,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-03.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-04,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-04.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-04.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-05,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-05.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-05.2,Not currently mapped,Capabilities may exist but are not currently mapped.,,
TDA-06,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-06.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-06.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-06.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-06.4,Not currently mapped,Capabilities may exist but are not currently mapped.,,
TDA-06.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-07,Network Access Control and Isolation,"VMware Cloud Foundation (VCF) provides robust network access control and isolation capabilities, integrating vSphere, vSAN, and NSX to secure and manage network traffic effectively. Network access control is enforced through host- and appliance-based firewalling, identity and access management (IAM) systems, such as Active Directory integration, and role-based access control (RBAC) across NSX, vCenter Server, ESXi, and SDDC Manager, ensuring only authorized entities can access the network. For outbound connectivity, VCF leverages NSX edge gateways to configure proxies, routing and monitoring HTTP/HTTPS traffic through a reliable HTTP proxy to filter and control internet access, aligning with organizational security policies.

Network isolation in VCF begins with basic segmentation using vSphere’s VLANs and port groups, which logically separate traffic at Layer 2 to prevent unauthorized access between network segments. For traffic management, VCF employs Network I/O Control to prioritize and allocate bandwidth, ensuring critical applications maintain performance under load, while Avi Load Balancer provides Layer 4 and Layer 7 load balancing to distribute traffic efficiently across servers. These features, inherited from vSphere and enhanced through VCF’s integrated architecture, offer foundational isolation and performance optimization for workload domains.

For advanced security, VCF utilizes VMware NSX and vDefend for microsegmentation, enabling fine-grained control over traffic between virtual machines. NSX’s distributed firewall allows policies to be applied regardless of VM location, while vDefend, introduced in VCF 9, enhances this with distributed and gateway firewalls plus advanced threat prevention at the workload level.",Not Applicable,
TDA-08,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-08.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-09,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 2.
Article 16, 4."
TDA-09.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,"Article 16, 2."
TDA-09.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 3. (a), (b), (c)
"
TDA-09.3,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 3. (a), (b), (c)
"
TDA-09.4,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-09.5,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-09.6,Not currently mapped,Capabilities may exist but are not currently mapped.,,
TDA-09.7,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-10,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 6."
TDA-10.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,"Article 16, 5. (b)"
TDA-11,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-11.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-11.2,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-12,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-13,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-14,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-14.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,"Article 16, 7."
TDA-14.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-15,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 2."
TDA-16,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-17,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-17.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 4, 2. (b)(ix)"
TDA-18,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TDA-19,Continuous Control Validation and Event Detection,"VMware Cloud Foundation (VCF) integrates security monitoring capabilities through VMware Aria Operations suite (Operations, Operations for Logs, Operations for Networks) and VMware vDefend Firewall services. The platform combines signature-based intrusion detection with behavioral analysis for advanced threat detection. Customizable real-time system alerts flag security misconfigurations and potential threats across the infrastructure stack, including policy, log data, and system health violations such as vSAN storage alerts. Security and operations teams can leverage interfaces, CLI tools, and APIs to automate security posture assessment and remediation workflows, as well as integrate third-party monitoring,  analysis, and SIEM tools. The platform has customizable retention periods for data.",,
TDA-20,Access Control and Identity Management,"VMware Cloud Foundation (VCF) integrates with third-party Privileged Access Management (PAM) solutions and federated identity providers through APIs, supporting on-premises and cloud-based authentication for user and programmatic access. The platform enforces granular permissions through role-based access control (RBAC) while VMware vDefend Firewall capabilities manage network access controls. Multifactor authentication can be achieved for day-to-day administration tasks via the vCenter Client and SDDC Manager UIs via federation with an external identity provider. Built-in authentication can be customized for complexity, timeouts, history, and other standard parameters.",Not Applicable,"Article 16, 7."
TDA-20.1,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-20.2,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TDA-20.3,Not currently mapped,Capabilities may exist but are not currently mapped.,Not Applicable,
TPM-01,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 1. (b)(ii)"
TPM-01.1,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-02,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,
TPM-03,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"Article 16, 9."
