Control ID,SCF ID,Description,Aggregate Coverage,VCF Coverage,VCF Response,VMware vDefend Coverage,VMware vDefend Response,VCF Protection and Recovery Coverage,VCF Protection and Recovery Response,VMware Data Services Manager Coverage,VMware Data Services Manager Response,VMware Avi Load Balancer Coverage,VMware Avi Load Balancer Response
MP-4.1-010,"AAT-12, TDA-22","Conduct appropriate diligence on training data use to assess intellectual property, and privacy, risks, including to examine whether use of proprietary or sensitive training data is consistent with applicable laws.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.1-001,AAT-10,"Apply TEVV practices for content provenance (e.g., probing a system's synthetic data generation capabilities for potential misuse or vulnerabilities.",Contributes,Contributes,"VMware Private AI Services (PAIS) provides infrastructure that supports AI Test, Evaluation, Validation and Verification (TEVV) activities throughout the model lifecycle. Deep learning VMs provisioned from PAIS images provide dedicated testing environments for AI prototyping, fine-tuning, validation, and inference workloads. These DL VMs run on the same GPU-accelerated workload domains, vGPU profiles, and VM classes used in production, so TEVV activities occur in conditions comparable to the deployment environment.

The validate-then-publish workflow creates a formal gate for AI deployment. MLOps engineers validate models for inference functionality using the Triton Inference Server and evaluate performance and safety against business use cases, including examination of inference requests for malicious behavior and functional testing. Models must pass this validation before being uploaded to the Model Gallery for production use. Model integrity is verified through hash code validation, and each revision is assigned a unique digest stored as an OCI artifact with an immutable manifest, giving cryptographic verification that the tested model is the same artifact that gets deployed.

The platform also supports TEVV through its monitoring stack. VCF Operations monitors GPU consumption at cluster, host system, and host properties levels. Each DL VM includes a pre-installed DCGM Exporter with Prometheus collection at 5-second scrape intervals and Grafana visualization, supplying performance telemetry during testing and evaluation. The software stack for running AI applications on top of NVIDIA GPUs is validated in advance, and NVIDIA NGC containers are pre-tested and ready to run, reducing variables during TEVV by providing a known-good baseline.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.1-002,"AAT-07, AAT-07.2, AAT-10.17, AAT-12.1, AAT-12.3","Identify potential content provenance harms of GAI, such as misinformation or disinformation, deepfakes, including NCII, or tampered content. Enumerate and rank risks based on their likelihood and potential impact, and determine how well provenance solutions address speciﬁc risks and/or harms.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.1-003,"AAT-22.7, AAT-22.8","Consider disclosing use of GAI to end users in relevant contexts, while considering the objective of disclosure, the context of use, the likelihood and magnitude of the risk posed, the audience of the disclosure, as well as the frequency of the disclosures.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.1-004,"AAT-11, AAT-11.3",Prioritize GAI structured public feedback processes based on risk assessment estimates.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.1-005,VPM-10,"Conduct adversarial role-playing exercises, GAI red-teaming, or chaos testing to identify anomalous or unforeseen failure modes.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.1-006,AAT-07.2,"Proﬁle threats and negative impacts arising from GAI systems interacting with, manipulating, or generating content, and outlining known and potential vulnerabilities and the likelihood of their occurrence.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.2-001,"AAT-07.1, AAT-07.2, AAT-18","Determine context-based measures to identify if new impacts are present due to the GAI system, including regular engagements with downstream AI Actors to identify and quantify new contexts of unanticipated impacts of GAI systems.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MP-5.2-002,"AAT-07.1, AAT-11","Plan regular engagements with AI Actors responsible for inputs to GAI systems, including third-party data and algorithms, to review and evaluate unanticipated impacts.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-001,AAT-12.4,Employ methods to trace the origin and modiﬁcations of digital content.,Contributes,Contributes,"VCF contributes to logging modifications to digital content through vCenter event logging that records VM-level operations (creation, modification, deletion, snapshot, migration) and VCF Log Management that aggregates these events for analysis. Changes to VMs hosting AI workloads or their associated storage are captured in vCenter's event stream with timestamps and user attribution through VCF SSO.

For AI and autonomous technology workloads deployed on VMware Kubernetes Service (VKS) within the VCF Consumption layer, the Kubernetes API server includes a configurable audit subsystem that records all API requests representing content modifications, including create, update, patch, and delete operations. Audit events follow the structure defined by the audit.k8s.io API group, capturing the audit level, a unique audit ID, requesting user, timestamp, and affected resource. Administrators configure audit behavior through an audit policy that determines what events are recorded and at what level of detail. Four audit levels are available: None (matching events are not logged), Metadata (logs request metadata including requesting user, timestamp, and resource), Request (logs metadata and request body), and RequestResponse (logs metadata, request body, and response body). When the --audit-log-path flag is omitted from the kube-apiserver configuration, no events are logged; the flag must be set explicitly to activate audit recording and direct logs to the appropriate file path. Audit event truncation is disabled by default and requires explicit enablement through separate API server flags. The Supervisor can also be configured to preserve the source IP addresses of authentication and Kubernetes API server requests, making those addresses available for attribution in audit logs. This configurability allows organizations to capture the full content of modifications to Kubernetes resources used by AI workloads, including ConfigMaps, Secrets, Deployments, and custom resources.

VKS clusters on Supervisor include Fluent Bit logging agents deployed in the vmware-system-logging namespace. Fluent Bit processes and tags Kubernetes API server audit logs separately from container logs and Linux daemon logs, enabling targeted forwarding of audit streams to external log management systems. Supported destinations include Syslog, HTTP, Elasticsearch, Kafka, and Splunk logging servers, as well as VCF Log Management using a configurable values file. On the Supervisor control plane, Fluent Bit collects kube-apiserver audit logs from /var/log/vmware/audit/kube-apiserver.log using the tag audit.apiserver.*, with records buffered locally in /var/log/vmware/fluentbit/flb_audit_apiserver before forwarding. The kube-apiserver exposes the apiserver_audit_event_total Prometheus metric to allow continuous monitoring of the total audit events exported. A second metric, apiserver_audit_level_total, tracks audit events by policy level with one counter increment per request.

For workloads running as vSphere Pods in vSphere Namespaces, the LogAgentConfiguration Custom Resource configures log streaming to a remote Syslog server. Syslog messages from vSphere Pods include metadata fields covering namespace name, pod UID, pod name, container name, and ESX host name, enabling attribution of events to specific workloads and infrastructure components.

For AI workloads where syscall-level modification auditing is needed, Kubernetes seccomp audit profiles can be configured in a pod's security context. The audit.json seccomp profile logs all system calls of a process without restricting any calls, directing records to syslog or auditd via SCMP_ACT_LOG. VKS clusters also generate component logs from CAPI, CAPV, VM Operator, and VKS Controller Manager, with VM Operator specifically recording reconciliation events for VirtualMachineService resources that reflect changes to workload infrastructure.

Logging modifications to AI model content or training data at the application level requires AI-specific tooling beyond what the VCF platform provides.

VMware Private AI Services (PAIS) provides content modification logging for AI knowledge base operations and for model artifacts. During knowledge base indexing, PAIS knowledge base operations track document-level changes including crawled documents, new documents found, deleted documents, existing unmodified documents, existing modified documents requiring embedding updates, and skipped documents. This document-level change record produces an audit trail of what content was added, modified, or removed from the knowledge base that feeds retrieval-augmented generation agents. Knowledge base operations also capture size metrics such as total megabytes downloaded, number of new chunks indexed corresponding to inference server invocations for embeddings, and final index size after removal of deleted documents, along with timing metrics for file download, embedding generation, and overall index operation duration.

For model artifacts, each push to the Model Gallery creates a new model revision stored as an immutable OCI artifact identified by content digest, with deduplication so that identical model data pushed multiple times results in only one stored revision. The Model Gallery assigns a unique digest to each revision when the same model is pushed multiple times, supporting integrity verification of model content over time. Revisions can be tagged, supporting human-readable identification of model changes alongside the digest.

PAIS observability extends content-modification visibility through OpenTelemetry. The PAISConfiguration custom resource exposes a spec.observability.llmTraces section and an optional Prometheus metrics section that can be activated to send LLM traces and metrics for agent execution flow and knowledge base indexing to an OpenTelemetry Collector with configurable storage class and metrics retention period. PAIS Controller metrics are exposed at a Prometheus endpoint on the pais-controller-manager service for collection by monitoring systems, and Deep Learning VMs expose vGPU performance metrics through Prometheus. The vLLM inference server logging level is controlled by the VLLM_LOGGING_LEVEL environment variable, and per-pod logs for model endpoints can be retrieved with kubectl in the pais namespace. Deep Learning VMs record cloud-init script logs in /var/log/dl.log and GPU driver installation logs in /var/log/gpu-install.log.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-002,"AAT-10.17, AAT-26, MON-16","Integrate tools designed to analyze content provenance and detect data anomalies, verify the authenticity of digital signatures, and identify patterns associated with misinformation or manipulation.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-003,AAT-10.2,Disaggregate evaluation metrics by demographic factors to identify any discrepancies in how content provenance mechanisms work across diverse populations.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-004,AAT-11.3,Develop a suite of metrics to evaluate structured public feedback exercises informed by representative AI Actors.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-005,AAT-17.4,"Evaluate novel methods and technologies for the measurement of GAI-related risks including in content provenance, oﬀensive cyber, and CBRN, while maintaining the models’ ability to produce valid, reliable, and factually accurate outputs.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-006,"AAT-10.13, AAT-11",Implement continuous monitoring of GAI system impacts to identify whether GAI outputs are equitable across various sub-populations. Seek active and direct feedback from aﬀected communities via structured feedback mechanisms or red- teaming to monitor and improve outputs.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-007,"AAT-11, AAT-12.2","Evaluate the quality and integrity of data used in training and the provenance of AI-generated content, for example by employing techniques like chaos engineering and seeking stakeholder feedback.",Contributes,Contributes,"VCF contributes to protecting the integrity of data sources used by AI workloads through storage-level encryption and access controls. vSAN encryption at rest and VM encryption protect AI training data stored on VCF infrastructure from unauthorized access at the storage layer. VMware vCenter RBAC restricts who can access or modify VMs containing AI data. Storage policies control datastore placement and encryption properties for AI workload VMs.

At the Consumption layer, VMware Kubernetes Service (VKS) on vSphere Supervisor extends these protections to containerized AI workloads. Harbor, available both as a Supervisor Service and as a standard package on VKS clusters, is the private container image registry, with images organized by vSphere Namespace. Harbor scans images for known vulnerabilities, enforces content trust so that only signed and verified artifacts are trusted, applies role-based access control to restrict which principals can push or overwrite model artifacts and pipeline images, and uses policy-based replication to control how artifacts move between registries. After Harbor is integrated with the Supervisor, all VKS clusters on the same Supervisor automatically trust it as a source of verified images.

Kubernetes admission controllers, including ValidatingAdmissionPolicy and validating webhook controllers, can be configured on VKS clusters to enforce requirements before workloads are admitted. Relevant policies include restricting image pulls to the trusted Harbor registry, requiring that images carry a valid signature, and blocking workloads that reference unscanned or unapproved artifacts. These controls reduce the risk that a workload carrying corrupted or tampered data processing logic reaches AI training data.

GitOps workflows, supported through the Argo CD Supervisor Service, store all workload and infrastructure configuration declaratively in a Git repository as the single source of truth. Every change to the deployed state flows through Git, creating a durable record of every authorized modification. Immutable infrastructure patterns complement this approach by making unauthorized changes identifiable through drift detection between actual cluster state and the declared configuration.

Kubernetes RBAC restricts which users and service accounts can read from or write to data volumes, ConfigMaps, and Secrets within VKS clusters. Supervisor namespace isolation with resource quotas contains workloads within defined boundaries, reducing the risk that one tenant can access or alter another tenant's data. Antrea-based network policies define namespace-level ingress and egress rules, scoping the network access surface for storage components that hold AI training data or inference inputs.

CSI Volume Snapshots for VKS clusters support crash-consistent backups with deduplication, compression, and encryption. The ability to restore from a known-good snapshot provides a recovery path when data corruption is detected. The VCF CLI binary, used to interact with VCF Services consumption, publishes a sha256sum.txt checksum file alongside each download so that administrators can verify the binary's integrity before use.

Validating the provenance and accuracy of AI training data at the application level is outside VCF's scope. Data poisoning detection, training data lineage, and AI-specific data provenance tracking require application-layer tooling or AI platform components built on top of the VCF platform.

VMware Private AI Services (PAIS) provides integrity controls for both model artifacts and data sources used by AI workloads. Model revisions in the Model Gallery use Harbor as a storage backend, and each push of the same model receives a unique digest so that successive revisions are content-addressed and distinguishable. Before upload, model files should be validated for integrity by checking hash codes, scanned for malware and serialization attacks, and tested for correct inference behavior using Triton Inference Server as part of the sandbox validation process in a Deep Learning VM. This pre-upload validation provides cryptographic verification and behavioral testing that helps prevent contaminated or tampered model data from entering production.

The Model Gallery uses Harbor project access capabilities to restrict access to sensitive data used to train and tune models. Harbor integration requires authentication and certificate-based trust for model retrieval, and PAIS requires CA trust bundles to be imported for the Private Harbor registry, content management systems used as data sources in Data Indexing and Retrieval, and MCP servers providing tools for agents. These access controls and verified chains of trust restrict unauthorized modification of model and data artifacts. The documentation recommends using the Model Gallery to reduce redundant copies of models and maintain model integrity in a controlled environment.

For knowledge base data sources used by retrieval-augmented generation, PAIS Data Indexing and Retrieval enables automatic collection and indexing of data updates from linked data sources over time, supporting external content management systems such as Microsoft SharePoint and Amazon S3 compatible stores. Each knowledge base data source is created with a specific type that cannot be changed after creation, which helps prevent silent reconfiguration of the underlying source provider. The content management system used as a data source must be supported, and valid credentials are required for access to the content location. SharePoint data sources require user name and password authentication, and service account key file data sources require the information from the service account key file during data source creation. PAIS uses a CA trust bundle for secure communication with external services and databases, establishing verified transport between PAIS and its data sources.",Contributes,"VMware vDefend contributes to protecting the integrity of source data used by AI workloads on VCF through network-level security controls that restrict access to data stores and pipelines and detect malicious activity targeting data repositories.

Distributed Firewall microsegmentation enforces least-privilege network access at the vNIC level, limiting which workloads and users can reach databases, object stores, and data pipelines used for AI training and operation. Attacks that attempt to contaminate or corrupt AI source data require network access to the stores where training data resides; microsegmentation restricts that access to authorized workloads and identities. Security Intelligence provides visibility into traffic flows between workloads, generates firewall rule recommendations, and validates that security policies are enforced. Security Intelligence administrators can monitor for traffic leakage between environments, establish exceptions for authorized communication paths, and implement lockdown protection rules to control unauthorized inter-environment traffic. Gateway Firewall provides an additional enforcement point at the perimeter of network segments containing sensitive data repositories.

vDefend IDS/IPS inspects traffic to and from data repositories for known exploit patterns, command-and-control traffic, lateral movement, and data exfiltration signatures. The IDS/IPS filestore capability stores matched files to disk when a signature rule fires, supporting forensic analysis and post-incident review of suspected data integrity compromises. IDS/IPS signature-based detection also uses file magic inspection, identifying file types by their binary structure via libmagic, to detect misrepresented or malformed files in transit to data repositories.

Malware Prevention intercepts and analyzes files transferred over the network to data repositories. Profiles can be configured to send files to the cloud for detailed analysis or to process them locally without cloud connectivity. Verdict decisions classify files as Benign, Trusted, Highly Trusted, or Malicious. Security Services Platform Malware Prevention collects file analysis data including file hash submissions, assigns an Analyst UUID to each cloud submission for tracking, and records in-memory script buffer inspection details with associated analysis reports. The Security Services Platform also provides backup and restore mechanisms covering hardware malfunctions, software malfunctions, data corruption, and malware incidents, providing a recovery path if SSP itself is compromised.

vDefend contributes to this control because its microsegmentation, threat detection, and file inspection capabilities reduce the attack surface and detection gap for data poisoning attacks targeting AI workloads. Protecting data integrity at the application layer, including content validation, provenance tracking, and checksums within data stores, is outside vDefend's domain and requires organizational processes and additional tooling.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-008,"AAT-11, AAT-26.3, TDA-01.1, TDA-21, VPM-10","Deﬁne use cases, contexts of use, capabilities, and negative impacts where structured human feedback exercises, e.g., GAI red-teaming, would be most beneﬁcial for GAI risk measurement and management based on the context of use.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.1-009,AAT-16.3,"Track and document risks or opportunities related to all GAI risks that cannot be measured quantitatively, including explanations as to why some risks cannot be measured (e.g., due to technological limitations, resource constraints, or trustworthy considerations). Include unmeasured risks in marginal risks.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.3-001,AAT-11,"Deﬁne relevant groups of interest (e.g., demographic groups, subject matter experts, experience with GAI technology) within the context of use as part of plans for gathering structured public feedback.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.3-002,"AAT-07.1, AAT-10, AAT-11, VPM-10","Engage in internal and external evaluations, GAI red-teaming, impact assessments, or other structured human feedback exercises in consultation with representative AI Actors with expertise and familiarity in the context of use, and/or who are representative of the populations associated with the context of use.",Contributes,Contributes,"VMware Private AI Services (PAIS) provides infrastructure that supports AI Test, Evaluation, Validation and Verification (TEVV) activities throughout the model lifecycle. Deep learning VMs provisioned from PAIS images provide dedicated testing environments for AI prototyping, fine-tuning, validation, and inference workloads. These DL VMs run on the same GPU-accelerated workload domains, vGPU profiles, and VM classes used in production, so TEVV activities occur in conditions comparable to the deployment environment.

The validate-then-publish workflow creates a formal gate for AI deployment. MLOps engineers validate models for inference functionality using the Triton Inference Server and evaluate performance and safety against business use cases, including examination of inference requests for malicious behavior and functional testing. Models must pass this validation before being uploaded to the Model Gallery for production use. Model integrity is verified through hash code validation, and each revision is assigned a unique digest stored as an OCI artifact with an immutable manifest, giving cryptographic verification that the tested model is the same artifact that gets deployed.

The platform also supports TEVV through its monitoring stack. VCF Operations monitors GPU consumption at cluster, host system, and host properties levels. Each DL VM includes a pre-installed DCGM Exporter with Prometheus collection at 5-second scrape intervals and Grafana visualization, supplying performance telemetry during testing and evaluation. The software stack for running AI applications on top of NVIDIA GPUs is validated in advance, and NVIDIA NGC containers are pre-tested and ready to run, reducing variables during TEVV by providing a known-good baseline.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-1.3-003,HRS-11,Verify those conducting structured human feedback exercises are not directly involved in system development tasks for the same GAI model.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.2-001,"AAT-06, AAT-10.8, AAT-12.1","Assess and manage statistical biases related to GAI content provenance through techniques such as re-sampling, re-weighting, or adversarial training.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.2-002,"AAT-12.1, AAT-26, DCH-23",Document how content provenance data is tracked and how that data interacts with privacy and security. Consider: Anonymizing data to protect the privacy of human subjects; Leveraging privacy output ﬁlters; Removing any personally identiﬁable information (PII) to prevent potential harm or misuse.,Contributes,Contributes,"VMware Private AI Services (PAIS) provides explicit data source identification and tracking for AI workloads. The Data Indexing and Retrieval service offers a Knowledge Bases interface where users create and manage knowledge bases, and a knowledge base can be linked to up to ten data sources. Each data source is created with a name, description, type, and the required properties for retrieving content from its original location, and a single data source can be linked to multiple knowledge bases. The data source type is fixed at creation. Supported data source types include Microsoft SharePoint sites, Amazon S3 compatible stores, and other enterprise content management systems. Each data source stores the credentials required for retrieval, such as service account key file information when applicable, which creates a documented connection between the AI system and its data origins.

During knowledge base indexing, PAIS tracks document-level detail including crawled documents, new documents found, deleted documents, existing unmodified documents, existing modified documents requiring embedding updates, and skipped documents. It captures size metrics including total megabytes downloaded, new chunks indexed corresponding to inference server invocations for embeddings, and final index size after removal of deleted documents. It records timing metrics for download, embedding generation, and the overall index operation. Document counts returned by retrieval queries are tracked, and counts of documents per media type such as PDF and PPTX are maintained for each knowledge base. Automatic collection and indexing of updates from linked data sources over time keeps these records current.

For runtime visibility, PAIS supports LLM trace collection through an OpenTelemetry Collector by configuring the spec.observability.llmTraces section of the PAISConfiguration custom resource, with traces transmitted over HTTP/protobuf or gRPC. PAIS metrics, including knowledge base activity, can be visualized in third-party observability platforms such as Grafana. The Data Indexing and Retrieval component also implements a Model Context Protocol (MCP) server that exports a set of search tools for each knowledge base, which gives downstream AI applications a documented programmatic surface tied back to specific data sources. PAIS AI catalog items, including AI Workstation, DSM Database, Triton Inferencing Server, and AI Kubernetes Cluster, are added to the VCF Automation catalog by running the PAIS Quickstart, with required images uploaded in advance to a Harbor registry in disconnected environments.

Organizational decisions about which data sources are approved for AI use, how data lineage is documented outside the platform, and how training data provenance is governed remain the responsibility of the organization. PAIS supplies the technical registration and tracking infrastructure that the organization configures and operates.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.2-003,PRI-03.4,Provide human subjects with options to withdraw participation or revoke their consent for present or future use of their data in GAI applications.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.2-004,DCH-23,"Use techniques such as anonymization, diﬀerential privacy or other privacy- enhancing technologies to minimize the risks associated with linking AI-generated content back to individual human subjects.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.3-001,CFG-02,Consider baseline model performance on suites of benchmarks when selecting a model for ﬁne tuning or enhancement with retrieval-augmented generation.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.3-002,AAT-10.16,Evaluate claims of model capabilities using empirically validated methods.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.3-003,AAT-10.15,"Share results of pre-deployment testing with relevant GAI Actors, such as those with system release approval authority.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.3-004,TDA-07,Utilize a purpose-built testing environment such as NIST Dioptra to empirically evaluate GAI trustworthy characteristics.,Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
MS-2.5-001,AAT-10.16,"Avoid extrapolating GAI system performance or capabilities from narrow, non- systematic, and anecdotal assessments.",Not Applicable,Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope.",Not Applicable,"End user activity or process, design decision, or activity out of scope."
