SCG ID,Product,Product Version,Component,Component Version,Feature/Function,Implementation Priority,Description/Title,Discussion,Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,Potential Functional Impact if Default Value is Changed,PowerCLI Command Assessment,PowerCLI Command Remediation Example,Audited in SCG Tools?,Remediated in SCG Tools?,DISA STIG Mapping,DISA STIG Requirement,DISA STIG Control Exceeds Baseline?,PCI DSS 4.0 Mapping,PCI DSS 4.0 Requirement,PCI DSS 4.0 Control Exceeds Baseline?,VCF Compatible,,,,,,,
guest-8.tools-add-feature,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must limit the automatic addition of VMware Tools features.,"VMware Tools automatic upgrade processes can add or remove features from the VMware Tools installation, which can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.",autoupgrade allow-add-feature,true,false,NO,Modify,tools.conf,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-add-feature,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-add-feature false,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-allow-transforms,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P2,The guest OS must limit the use of MSI transforms when reconfiguring VMware Tools.,MSI transforms allow the installation database on Microsoft Windows guest OSes to be changed. This can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.,autoupgrade allow-msi-transforms,false,false,YES,Audit,tools.conf,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-msi-transforms,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-msi-transforms false,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-deactivate-appinfo,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must deactivate Appinfo information gathering unless required.,Appinfo is a method to do application discovery through VMware Tools. If you are not using this tool deactivate the module to reduce attack surface.,appinfo disabled,false,true,NO,Modify,tools.conf,Products and services within the VMware ecosystem may require this functionality.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get appinfo disabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set appinfo disabled true,FALSE,FALSE,N/A,N/A,N/A,1.4.5,N/A,N/A,TRUE,,,,,,,
guest-8.tools-deactivate-containerinfo,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must deactivate ContainerInfo unless required.,The VMware Tools ContainerInfo plugin for Linux gathers the list of running containers inside a Linux guest operating system.,containerinfo poll-interval,21600,0,NO,Modify,tools.conf,Products and services within the VMware ecosystem may require this functionality.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get containerinfo poll-interval,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set containerinfo poll-interval 0,FALSE,FALSE,N/A,N/A,N/A,1.4.5,N/A,N/A,TRUE,,,,,,,
guest-8.tools-deactivate-guestoperations,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,Advanced,The guest OS must deactivate Guest Operations unless required.,"Guest Operations are a set of functions that underpin most host-to-guest interaction. Deactivating them reduces attack surface but also drastically reduces functionality. Ensure that your environment does not require these functions. Do not do this on template VMs. For a list of functions see:

https://vdc-download.vmware.com/vmwb-repository/dcr-public/fe08899f-1eec-4d8d-b3bc-a6664c168c2c/7fdf97a1-4c0d-4be0-9d43-2ceebbc174d9/doc/vim.vm.guest.GuestOperationsManager.html",guestoperations disabled,false,true,NO,Modify,tools.conf,Products and services within the VMware ecosystem may require this functionality.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get guestoperations disabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set guestoperations disabled true,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-deactivate-gueststoreupgrade,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must deactivate Guest Store Upgrade operations unless required.,The GuestStore feature provides a simple and flexible mechanism to distribute VMware specific or custom content from a GuestStore repository to multiple guests simultaneously. If you are not using this feature disable the plugin to reduce attack surface.,gueststoreupgrade policy,manual,off,NO,Modify,tools.conf,Products and services within the VMware ecosystem may require this functionality.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get gueststoreupgrade policy,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set gueststoreupgrade policy off,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-deactivate-servicediscovery,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must deactivate Service Discovery unless required.,The VMware Tools Service Discovery plugin connects to Aria Operations and provides additional data to that product about guests and workloads. If you are not using this feature disable the plugin to reduce attack surface.,servicediscovery disabled,false,true,NO,Modify,tools.conf,Products and services within the VMware ecosystem may require this functionality.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get servicediscovery disabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set servicediscovery disabled true,FALSE,FALSE,N/A,N/A,N/A,1.4.5,N/A,N/A,TRUE,,,,,,,
guest-8.tools-enable-logging,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P2,The guest OS must enable VMware Tools logging.,"Ensure that VMware Tools is logging information as appropriate. Logging in VMware Tools is very customizable, please see the examples in https://github.com/vmware/open-vm-tools/blob/master/open-vm-tools/tools.conf",logging log,true,true,YES,Audit,tools.conf,None,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging log,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging log true,FALSE,FALSE,N/A,N/A,N/A,10.2.1,N/A,N/A,TRUE,,,,,,,
guest-8.tools-enable-syslog,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must send VMware Tools logs to the system log service.,"By default, VMware Tools sends logs to a file on disk. By setting this parameter it will send them to syslog on Linux guests and the Windows Event Service on Microsoft Windows guests, wherein they can be monitored, managed, and archived centrally.",logging vmsvc.handler,file,syslog,NO,Modify,tools.conf,Processes that rely on these files being in a default location will need to be updated.,"C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging vmsvc.handler
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging toolboxcmd.handler
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging vgauthsvc.handler
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get logging vmtoolsd.handler","C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vmsvc.handler syslog
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging toolboxcmd.handler syslog
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vgauthsvc.handler syslog
C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vmtoolsd.handler syslog",FALSE,FALSE,N/A,N/A,N/A,"10.2.1
10.3.3",N/A,N/A,TRUE,,,,,,,
guest-8.tools-globalconf,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P2,The guest OS must deactivate GlobalConf unless required.,The GlobalConf feature of VMware Tools provides an ability to push tools.conf configurations to virtual machines.,globalconf enabled,false,false,YES,Audit,tools.conf,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get globalconf enabled,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set globalconf enabled false,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-prevent-recustomization,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS on deployed and customized virtual machines must prevent being recustomized.,"The VM deployment process offers many options for vSphere Admins to customize VMs, using scripts and running commands. This can also be an avenue for an adversary to gain access to data inside a VM, by cloning & recustomizing. Once a VM is deployed it should be prevented from being customized again (if you change your mind you can always revert it). Do not do this on template VMs.",deployPkg enable-customization,true,false,NO,Modify,tools.conf,"Once set, VMs will not be able to be customized when they are cloned. Do not set this on template VMs.

This may impact disaster recovery processes that change IP addresses, through VMware Site Recovery Manager or VMware Cloud Disaster Recovery. For more information see: 

https://docs.vmware.com/en/VMware-Cloud-Disaster-Recovery/services/vmware-cloud-disaster-recovery/GUID-94202BE7-FEAF-4E35-8B55-15F6B3798309.html",C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get deployPkg enable-customization,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set deployPkg enable-customization false,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-remove-feature,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must limit the automatic removal of VMware Tools features.,"VMware Tools automatic upgrade processes can add or remove features from the VMware Tools installation, which can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.",autoupgrade allow-remove-feature,true,false,NO,Modify,tools.conf,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-remove-feature,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-remove-feature false,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.tools-updates,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must ensure that VMware Tools are updated.,"VMware Tools are an important part of the VMware ecosystem, enabling guest OSes to be shut down gracefully, managed throughout their lifecycle, providing drivers for paravirtualized devices, and helping to deploy and customize VMs from templates. Like all other software the VMware Tools need to be managed and updated. Ensure that you are running a supported version for your guest OS, whether it is delivered as part of the Linux distribution or installed by you for Microsoft Windows.",N/A,N/A,N/A,NO,Audit,VM Status,None,"Get-VM -Name $VM | Select-Object -Property Name,@{Name='ToolsVersion';Expression={$_.Guest.ToolsVersion}}","Site-Specific. Multiple ways to update VMware Tools. Drivers for vmxnet3 and pvscsi are also available via Windows Update, please ensure you are importing them into tools such as WSUS.",FALSE,FALSE,N/A,N/A,N/A,6.3.3,N/A,N/A,TRUE,,,,,,,
guest-8.tools-upgrade,VMware vSphere,8,VMware ESXi,8.0.3,VMware Tools,P0,The guest OS must configure automatic VMware Tools upgrades as appropriate for the environment.,"VMware Tools updates can be initiated by vSphere, which can be helpful for maintaining current VMware Tools versions. If VMware Tools is being managed and updated in other ways this functionality should be deactivated. This baseline suggests leaving automatic updates enabled.",autoupgrade allow-upgrade,true,true,YES,Audit,tools.conf,Administrators will need to use other methods to update and reconfigure VMware Tools when needed.,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config get autoupgrade allow-upgrade,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-upgrade true,FALSE,FALSE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
guest-8.virtual-hardware,VMware vSphere,8,VMware ESXi,8.0.3,Virtual Machine,P0,The guest OS must ensure that virtual machine hardware is version 19 or newer where supported.,"Virtual hardware 19 is compatible with ESXi 7.0 Update 2 and later. Newer versions of virtual hardware enable new features and better performance. Consider upgrading to VM Hardware 21 if you are fully updated to vSphere 8. Other VMware guidance urges caution when upgrading; we urge testing of the process. Snapshots capture the virtual hardware version, making testing and rollback easy.

Consider all locations that a virtual machine might run, or need to be restored to.

Changes to the configuration of VMware-supplied virtual appliances are not supported and may cause service disruptions.

This entry is intentionally categorized as ""in-guest"" due to the driver and other updates that will occur when a VM is upgraded, despite the impact being minimal.",N/A,Site-Specific,vmx-21,NO,Modify,VM Compatibility,"Changing VM hardware versions changes device versions inside the guest, which may have repercussions. Test, and remember that snapshots also capture the VM version, too, so it can be reverted.

Changes to the configuration of VMware-supplied virtual appliances are not supported and may cause service disruptions.",(Get-VM -Name $VM | Get-View).Config.Version,Set-VM -Name $VM -HardwareVersion vmx-21,TRUE,TRUE,N/A,N/A,N/A,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.administration-client-session-timeout,VMware vSphere,8,VMware vCenter,8.0.3,Base,P0,The vCenter Server must terminate vSphere Client sessions after 15 minutes of inactivity.,"Idle vSphere Client sessions can be left open indefinitely if a user forgets to log out, thereby increasing the risk of unauthorized privileged access.","""Session Timeout""",120 minutes,15 minutes,NO,Modify,vSphere Client Configuration,None,N/A (No public API available),N/A (No public API available),FALSE,FALSE,VCSA-80-000089,15 minutes,NO,8.2.8,15 minutes,NO,TRUE,,,,,,,
vcenter-8.administration-failed-login-interval,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,The vCenter Server must set the interval for counting failed login attempts to at least 15 minutes.,"By limiting the number of failed login attempts, the risk of unauthorized access via user password guessing, otherwise known as brute-forcing, is reduced.",Time interval between failures,180,900,NO,Modify,vCenter Server SSO Configuration,None,Get-SsoLockoutPolicy | Select FailedAttemptIntervalSec,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -FailedAttemptIntervalSec 900,TRUE,TRUE,VCSA-80-000145,900,NO,8.3.4,30 minutes,NO,TRUE,,,,,,,
vcenter-8.administration-login-message-details,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,Configure the vCenter Server login banner details for the vSphere Client.,"vCenter Server can display a login message, which serves to deter illegal activities and communicate system usage obligations to authorized users. This configuration sets the detailed text linked from the vSphere Client login page message.","""Details of Login Message""",Not Configured,"Consult your organization's legal advisors for text that is applicable to your environment.

An example is: ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",NO,Modify,vCenter Server SSO Configuration,None,"N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.","N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.",FALSE,FALSE,VCSA-80-000024,N/A,YES,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.administration-login-message-enable,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,Enable the vCenter Server login banner for the vSphere Client.,"vCenter Server can show a login message, useful for deterring intruders and communicating usage obligations to authorized users. This configuration enables the display of this message on the vSphere Client login page.","""Show Login Message""",FALSE,TRUE,NO,Modify,vCenter Server SSO Configuration,None,"N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.","N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.",FALSE,FALSE,VCSA-80-000024,TRUE,NO,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.administration-login-message-text,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,Configure the vCenter Server login banner text for the vSphere Client.,"vCenter Server allows a login message, which deters intruders and communicates obligations to authorized users. This configuration establishes the text displayed on the vSphere Client login page.","""Login Message""",Not Configured,"Consult your organization's legal advisors for specific text.

An example is: ""Use of this system indicates awareness of, and consent to, the organizational policies governing this system.""",NO,Modify,vCenter Server SSO Configuration,None,"N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.","N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.",FALSE,FALSE,VCSA-80-000024,Standard Mandatory DOD Notice and Consent Banner,YES,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.administration-sso-groups,VMware vSphere,8,VMware vCenter,8.0.3,Base,P0,The vCenter Server must separate authentication and authorization for administrators.,"Combining authentication and authorization, as done in services like Active Directory, risks infrastructure breaches if compromised. Hence, vCenter Server should segregate these for administrators. Consider local SSO groups for authorization to better manage risk where feasible.",N/A,Not Configured,Not Configured,NO,Modify,vCenter Server SSO Configuration,Provisioning vCenter Server access will require interaction with vCenter Server SSO. Automation is possible with PowerCLI.,N/A (No public API available),N/A (No public API available),FALSE,FALSE,VCSA-80-000298,Not Configured,NO,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.administration-sso-lockout-policy-max-attempts,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,The vCenter Server must lock an account after a specified number of failed login attempts.,"Repeated failed logins for an account may signal security issues. To limit brute force attempts, lock the account after a certain threshold, balancing between avoiding automatic connection retries and potential denial-of-service attacks.",Maximum number of failed login attempts,5,5,YES,Audit,vCenter Server SSO Configuration,None,Get-SsoLockoutPolicy | Select MaxFailedAttempts,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -MaxFailedAttempts 5,TRUE,TRUE,VCSA-80-000023,3,YES,8.3.4,10 attempts,NO,TRUE,,,,,,,
vcenter-8.administration-sso-lockout-policy-unlock-time,VMware vSphere,8,VMware vCenter,8.0.3,Base,P0,The vCenter Server must unlock accounts after a specified timeout period.,Repeated failed logins may suggest security threats. Due to the importance of vCenter Server accounts should not automatically unlock when they have been locked due to multiple login failures. Ensure that you have your administrator@vsphere.local information and that it is valid.,Unlock time,300,0,NO,Modify,vCenter Server SSO Configuration,There is the opportunity for denial-of-service when accounts do not automatically unlock.,Get-SsoLockoutPolicy | Select AutoUnlockIntervalSec,Get-SsoLockoutPolicy | Set-SsoLockoutPolicy -AutoUnlockIntervalSec 0,TRUE,TRUE,VCSA-80-000266,0,NO,8.3.4,30 minutes,NO,TRUE,,,,,,,
vcenter-8.administration-sso-password-lifetime,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,The vCenter Server must be configured with an appropriate maximum password age.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) indicates that with adequate password entropy, security is not improved by arbitrarily requiring users to change their passwords at certain intervals. Many automated security tools and regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.",Maximum Lifetime,90,9999,NO,Modify,vCenter Server SSO Configuration,None,Get-SsoPasswordPolicy | Select PasswordLifetimeDays,Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -PasswordLifetimeDays 9999,TRUE,TRUE,VCSA-80-000079,90,YES,8.3.9,90 days,YES,TRUE,,,,,,,
vcenter-8.administration-sso-password-policy,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,The vCenter Server must enforce password complexity.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) suggests that composition rules (requiring mixtures of character classes, for example) should not be imposed on systems because they tend to not improve the security of passwords and discourage the use of more secure passphrases. Many regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.

Password strength and complexity rules apply to accounts created in vSphere SSO, including administrator@vsphere.local. They do not apply to Active Directory users when vCenter Server is joined to a domain, as those password policies are enforced by AD.","Maximum Length,
Minimum Length,
Character Requirements","Maximum Length: 20
Minimum Length: 8
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent",NO,Modify,vCenter Server SSO Configuration,Other products and services within the VMware ecosystem may not expect changes to password complexity requirements and may fail installation.,Get-SsoPasswordPolicy,Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -MinLength 15 -MaxLength 64 -MinNumericCount 1 -MinSpecialCharCount 1 -MinAlphabeticCount 2 -MinUppercaseCount 1 -MinLowercaseCount 1 -MaxIdenticalAdjacentCharacters 3,TRUE,TRUE,"VCSA-80-000069
VCSA-80-000071
VCSA-80-000072
VCSA-80-000073
VCSA-80-000074","Maximum Length: 64
Minimum Length: 15
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent",NO,"8.3.1
8.3.6","Maximum Length: 64
Minimum Length: 12
At least 1 special 
At least 2 alphabetic
At least 1 uppercase
At least 1 lowercase
At least 1 numeric
3 identical adjacent",NO,TRUE,,,,,,,
vcenter-8.administration-sso-password-reuse,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,Configure the password history setting to restrict the reuse of passwords on the vCenter Server.,Password complexity rules may lead users to reuse old passwords. Configuring the password history setting on the vCenter Server can help prevent this.,Restrict Reuse,5,5,YES,Audit,vCenter Server SSO Configuration,None,Get-SsoPasswordPolicy | Select ProhibitedPreviousPasswordsCount,Get-SsoPasswordPolicy | Set-SsoPasswordPolicy -ProhibitedPreviousPasswordsCount 5,TRUE,TRUE,VCSA-80-000070,5,NO,8.3.7,4,NO,TRUE,,,,,,,
vcenter-8.etc-issue,VMware vSphere,8,VMware vCenter,8.0.3,Base,P1,Configure the vCenter Server login banner text for access via SSH.,"vCenter Server allows a login message, which deters intruders and communicates obligations to authorized users. This configuration establishes the text displayed when a client connects via SSH. The default text leaks information to attackers about system configuration and should be changed.",etc.issue,"""VMware vCenter Server 8.0.2.00000Type: vCenter Server with an embedded Platform Services Controller""","Consult your organization's legal advisors for text that is applicable to your environment.

An example is: ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",NO,Modify,vCenter Server Advanced Settings,None,Get-AdvancedSetting -Entity $VC -Name etc.issue,"Get-AdvancedSetting -Entity $VC -Name etc.issue | Set-AdvancedSetting -Value ""****************************************************************************`n* Authorized users only. Actual or attempted unauthorized use of this      *`n* system is prohibited and may result in criminal, civil, security, or     *`n* administrative proceedings and/or penalties. Use of this information     *`n* system indicates consent to monitoring and recording, without notice     *`n* or permission. Users have no expectation of privacy. Any information     *`n* stored on or transiting this system, or obtained by monitoring and/or    *`n* recording, may be disclosed to law enforcement and/or used in accordance *`n* with Federal law, State statute, and organization policy. If you are not *`n* an authorized user of this system, exit the system at this time.         *`n****************************************************************************`n""",TRUE,TRUE,PHTN-40-000005,Standard Mandatory DOD Notice and Consent Banner,YES,N/A,N/A,N/A,TRUE,,,,,,,
vcenter-8.events-database-retention,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,The vCenter server must have task and event retention set to an apppropriate interval.,"vCenter Server retains task and event data, which ages out to save storage space. The age is configurable. This only impacts local storage of event data on the vCenter Server Appliance.",Task Retention,30,30,YES,Audit,vCenter Server Database Settings,None,N/A (No public API available),N/A (No public API available),FALSE,FALSE,VCSA-80-000293,30,NO,10.5.1,"12 months, with
3 immediately available",YES,TRUE,,,,,,,
vcenter-8.events-remote-logging,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,Enable remote logging of vCenter Server events.,Remote logging to a central host enhances vCenter Server's security by storing logs securely. It simplifies monitoring across hosts and supports aggregate analysis for detecting coordinated attacks. Centralized logging prevents tampering and serves as a reliable long-term audit record.,vpxd.event.syslog.enabled,true,true,YES,Audit,vCenter Server Advanced Settings,None,Get-AdvancedSetting -Entity $VC -Name vpxd.event.syslog.enabled,Get-AdvancedSetting -Entity $VC -Name vpxd.event.syslog.enabled | Set-AdvancedSetting -Value true,TRUE,TRUE,VCSA-80-000280,TRUE,NO,"10.2.1
10.3.3",N/A,N/A,TRUE,,,,,,,
vcenter-8.fips-enable,VMware vSphere,8,VMware vCenter,8.0.3,Base,Advanced,The vCenter Server must enable FIPS-validated cryptography.,FIPS cryptography makes a number of changes to the system to remove weaker ciphers. Enabling this will cause vCenter Server to reboot.,N/A,false,true,NO,Modify,API/PowerCLI,Certain cipher suites will become unavailable and may impact interoperability.,Invoke-GetSystemGlobalFips,"$spec = Initialize-SystemSecurityGlobalFipsUpdateSpec -Enabled $true
Invoke-SetSystemGlobalFips -SystemSecurityGlobalFipsUpdateSpec $spec",FALSE,FALSE,VCSA-80-000077,TRUE,NO,"2.2.7
4.2.1
8.3.2",N/A,N/A,TRUE,,,,,,,
vcenter-8.logs-level-global,VMware vSphere,8,VMware vCenter,8.0.3,Base,P2,The vCenter Server must produce audit records containing information to establish what type of events occurred.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,config.log.level,info,info,YES,Audit,vCenter Server Advanced Settings,None,Get-AdvancedSetting -Entity $VC -Name config.log.level,Get-AdvancedSetting -Entity $VC -Name config.log.level | Set-AdvancedSetting -Value info,TRUE,TRUE,VCSA-80-000034,info,NO,"10.2.1
10.3.3",N/A,N/A,TRUE,,,,,,,
vcenter-8.network-mac-learning,VMware vSphere,8,VMware vCenter,8.0.3,Distributed Switch,"P2
Upon Feature Enablement",All distributed switch port groups must deactivate MAC Learning unless used intentionally.,"MAC Learning enables a distributed switch to provide network connectivity to systems where more than one MAC address is used on a vNIC. This can be useful in special cases like nested virtualization (running ESXi inside ESXi, for example). MAC learning also supports unknown unicast flooding. Normally, when a packet that is received by a port has an unknown destination MAC address, the packet is dropped. With unknown unicast flooding enabled, the port floods unknown unicast traffic to every port on the switch that has MAC learning and unknown unicast flooding enabled. This property is enabled by default, but only if MAC learning is enabled. It is recommended to disable MAC Learning unless it is in use intentionally for a known workload that requires it.",N/A,Disabled,Disabled,YES,Audit,Distributed Switch Port Group Settings,Some workloads do legitimately use these network tactics and will be negatively affected by the defaults/desired state.,(Get-VDPortgroup -Name $VDPG).ExtensionData.Config.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy | Select-Object -ExpandProperty Enabled,"$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View 
$ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec
$ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting
$ConfigSpec.DefaultPortConfig.MacManagementPolicy = New-Object VMware.Vim.DVSMacManagementPolicy
$ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy = New-Object VMware.Vim.DVSMacLearningPolicy
$ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy.Enabled = $false
$ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion
$VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)",TRUE,TRUE,N/A,N/A,N/A,1.4.5,N/A,N/A,TRUE,,,,,,,
