ID,Category,Component,Component Display,Username / Identity,UID,Type,Tier,Purpose,Security Methods,Integrity Checks,Privileged Modifier Accounts,Privileged Modifier Controls,Access Methods,Authentication Mechanisms,Operations,Objects Controlled,Privilege Notes,Auth Log Path,Auth Log Signatures,Credential Modification Log Path,Anomaly Detection Method,SIEM auditID Filter Set,Vault-Integrated
VCFOPSNI-APP-001,Account,vcf-ops-networks,VCF Operations for Networks,admin@local,N/A,Application,1,Primary application administrative account for VCF Operations for Networks (vRNI). Used for UI login and API access. Managed by VCF Operations Fleet Management.,Managed by VCF Operations Fleet Management.; CyberArk vault integration supported.; Password update via POST /api/ni/auth/password or VCF Ops API.,VCF Operations lifecycle metadata tracking.,"VCF Operations admin, admin@local (self).",Fleet Management passthrough. Local modification outside Fleet Management will desync.,VCF Operations for Networks UI (HTTPS port 443).; VCF Operations for Networks API.; VCF Operations Fleet Management API.,"Password (managed by Fleet Management / CyberArk).; API endpoint: POST /api/ni/auth/password, GET /api/ni/settings/users/breakglass.",Full VCF Operations for Networks administration.; Network flow data collection and analysis.; NSX and vCenter integration management.; IPFIX/NetFlow configuration.,"Network topology data.; Flow analytics data.; VCF Operations for Networks configuration.; Integration credentials (svc-ni-vc, svc-ni-li).",,/storage/log/vcops/log/analytics.audit-##########.log,"auditID=""AUTHENTICATION_LOGIN""; Due to the following error: ""Account is locked""",/storage/log/vcops/logs/casa/casa-audit.log,Monitor for AUTHENTICATION_LOGIN events with locked-account errors; these indicate an out-of-band password change broke the Fleet Management authentication loop. Alert on >3 consecutive auth failures for any managed account.,web-application.login; web-application.logout; auth-token.login; user.add; user.delete; user.modify; user.update; group.add; group.delete; group.update; password.update; service-accounts.configure; ldap.configure; sso.configure,Yes
VCFOPSNI-OS-001,Account,vcf-ops-networks,VCF Operations for Networks,root,0,OS,1,Primary OS administrative account for the VCF Operations for Networks (vRNI) appliance. Fully managed by VCF Operations Fleet Management in VCF 9.1.,Password managed by VCF Operations Fleet Management Engine.; CyberArk vault integration supported in VCF 9.1.,"VCF Operations monitors status: ACTIVE, EXPIRING, EXPIRED, UNKNOWN.",VCF Operations admin.,Password rotation via VCF Operations Fleet Management API.,"SSH (port 22), appliance management network.",Password auth (VCF Ops managed).,Full vRNI appliance OS administrative control.,All appliance file system paths.,"Tier 1, Yes/Yes/Yes.",/var/log/auth.log,Accepted password for root; Failed password for root,VCF Operations audit log,Monitor for authentication failures from unexpected source IPs.,web-application.login; web-application.logout; auth-token.login; user.add; user.delete; user.modify; user.update; group.add; group.delete; group.update; password.update; service-accounts.configure; ldap.configure; sso.configure,Pending confirmation
VCFOPSNI-OS-002,Account,vcf-ops-networks,VCF Operations for Networks,consoleuser,System-assigned,OS,1,Restricted console access user for the VCF Operations for Networks appliance. Used for break-glass console access. Fully managed by VCF Operations Fleet Management in VCF 9.1.,Password managed by VCF Operations Fleet Management Engine.; Shell access restricted to console operations.,VCF Operations monitors status.,VCF Operations admin.,Password rotation via VCF Operations Fleet Management API.,Console (direct or IPMI/iDRAC access only). Not accessible via SSH.,Password auth.,Console-level break-glass access.,vRNI appliance console interface.,"Tier 1, Yes/Yes/Yes.",/var/log/auth.log,Accepted password for consoleuser,VCF Operations audit log,Alert on console login outside of maintenance windows.,web-application.login; web-application.logout; auth-token.login; user.add; user.delete; user.modify; user.update; group.add; group.delete; group.update; password.update; service-accounts.configure; ldap.configure; sso.configure,Yes
VCFOPSNI-OS-003,Account,vcf-ops-networks,VCF Operations for Networks,support,System-assigned,OS,1,Restricted support access user for the VCF Operations for Networks appliance. Used for vendor support diagnostics. Fully managed by VCF Operations Fleet Management in VCF 9.1.,"Password managed by VCF Operations Fleet Management Engine.; Restricted shell, diagnostic access only.",VCF Operations monitors status.,VCF Operations admin.,Password rotation via VCF Operations Fleet Management API.,"SSH (port 22), restricted access.; Console access.",Password auth (VCF Ops managed).,Diagnostic and support operations only.,vRNI appliance diagnostic paths.,"Tier 1, Yes/Yes/Yes.",/var/log/auth.log,Accepted password for support,VCF Operations audit log,Alert on support login outside of approved support windows.,web-application.login; web-application.logout; auth-token.login; user.add; user.delete; user.modify; user.update; group.add; group.delete; group.update; password.update; service-accounts.configure; ldap.configure; sso.configure,Yes
VCFOPSNIC-OS-001,Account,vcf-ops-networks,VCF Operations for Networks Collector,consoleuser,System-assigned,OS,1,Console access user for the VCF Operations for Networks Collector appliance. NOT managed by VCF Operations vault or Fleet Management. Managed via CLI only.,"CLI-only lifecycle, no VCF Operations or SDDC Manager API integration.; Managed directly on the Collector appliance.",,Local appliance administrator.,Manual password change via CLI on the Collector appliance.,Console (direct or IPMI/iDRAC access only).,Password auth (local).,Console-level break-glass access on Collector appliance.,Collector appliance console.,"CLI only, not vault-integrated.",/var/log/auth.log,,,Monitor for console login from unexpected sources.,web-application.login; web-application.logout; auth-token.login; user.add; user.delete; user.modify; user.update; group.add; group.delete; group.update; password.update; service-accounts.configure; ldap.configure; sso.configure,No (manual lifecycle)
VCFOPSNIC-OS-002,Account,vcf-ops-networks,VCF Operations for Networks Collector,support,System-assigned,OS,1,Support access user for the VCF Operations for Networks Collector appliance. NOT managed by VCF Operations vault or Fleet Management. Managed via CLI only.,"CLI-only lifecycle, no VCF Operations or SDDC Manager API integration.; Managed directly on the Collector appliance.",,Local appliance administrator.,Manual password change via CLI on the Collector appliance.,"SSH (port 22), restricted.; Console access.",Password auth (local).,Diagnostic and support operations only.,Collector appliance diagnostic paths.,"CLI only, not vault-integrated.",/var/log/auth.log,,,Monitor for login outside of approved support windows.,web-application.login; web-application.logout; auth-token.login; user.add; user.delete; user.modify; user.update; group.add; group.delete; group.update; password.update; service-accounts.configure; ldap.configure; sso.configure,No (manual lifecycle)
VKS-OS-001,Account,vks,VMware vSphere Kubernetes Service,"nonroot, nobody, nginx, UID 65532",65532,OS,3,Non-root container runtime users for VKS workload containers. VKS workloads run as non-root to limit the blast radius of a container escape.,"Non-root container user, no shell, no password.; Pod Security Standards enforce runAsNonRoot.",,,,,,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-001,Account,vks,VMware vSphere Kubernetes Service,tanzu-auth-controller-manager-sa,N/A,K8s-ServiceAccount,3,Tanzu Auth Controller Manager (Pinniped) K8s ServiceAccount. Manages OIDC/LDAP authentication federation for VKS guest clusters.,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,secrets:create/update/delete (namespaced); configmaps:get/list; jwtauthenticators:get/list/watch,Pinniped namespace secrets and JWTAuthenticator CRDs.,"Namespace-scoped, appropriate for auth management.",Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-012,Account,vks,VMware vSphere Kubernetes Service,upgrade-compatibility-service-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: upgrade-compatibility-service-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-013,Account,vks,VMware vSphere Kubernetes Service,tanzu-addons-manager-package-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-addons-manager-package-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-014,Account,vks,VMware vSphere Kubernetes Service,tanzu-auth-package-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-auth-package-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-015,Account,vks,VMware vSphere Kubernetes Service,tkr-service-package-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tkr-service-package-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-016,Account,vks,VMware vSphere Kubernetes Service,tanzu-cliplugins-package-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-cliplugins-package-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-017,Account,vks,VMware vSphere Kubernetes Service,ucs-cert-secret-reader,N/A,K8s-ServiceAccount,3,UCS (Upgrade Compatibility Service) certificate secret reader. Reads TLS certificates for secure internal VKS service communication.,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,secrets:get/list (specific named secrets),TLS certificate secrets in UCS namespace.,"Read-only, scoped to named TLS cert secrets.",Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-029,Account,vks,VMware vSphere Kubernetes Service,guest-cluster-controller-sa,N/A,K8s-ServiceAccount,3,"VKS Guest Cluster Controller, manages the lifecycle (create/update/delete) of VKS guest Kubernetes clusters running on the Supervisor.","K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,TanzuKubernetesCluster CRD: CRUD; secrets:get/create (namespaced); vsphere-specific provider CAPI resources: CRUD,VKS guest cluster CRDs across all namespaces.; CAPI cluster infrastructure objects.,Broad but necessary for full cluster lifecycle management.,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-033,Account,vks,VMware vSphere Kubernetes Service,tkgs-config-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tkgs-config-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-034,Account,vks,VMware vSphere Kubernetes Service,tanzu-cluster-api-control-plane-kubeadm-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-cluster-api-control-plane-kubeadm-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-035,Account,vks,VMware vSphere Kubernetes Service,upgrade-compatibility-service-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: upgrade-compatibility-service-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-036,Account,vks,VMware vSphere Kubernetes Service,runtime-extension-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: runtime-extension-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-037,Account,vks,VMware vSphere Kubernetes Service,capv-manager,N/A,K8s-ServiceAccount,3,Cluster API Provider for vSphere (CAPV) manager. Provisions and manages vSphere VMs for CAPI cluster control planes and worker nodes.,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,VSphereMachine/VSphereCuster CRDs: CRUD (cluster-wide); secrets:get/list for vCenter credentials,CAPV infrastructure CRDs cluster-wide.; vCenter credential secrets.,Cluster-wide access required for multi-namespace CAPI deployments.,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-038,Account,vks,VMware vSphere Kubernetes Service,guest-cluster-controller-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: guest-cluster-controller-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-039,Account,vks,VMware vSphere Kubernetes Service,tanzu-cluster-api-provider-vsphere-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-cluster-api-provider-vsphere-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-041,Account,vks,VMware vSphere Kubernetes Service,tanzu-cluster-api-bootstrap-kubeadm-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-cluster-api-bootstrap-kubeadm-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VKS-K8S-042,Account,vks,VMware vSphere Kubernetes Service,tanzu-cluster-api-pkg-sa,N/A,K8s-ServiceAccount,3,VKS K8s ServiceAccount: tanzu-cluster-api-pkg-sa,"K8s JWT (projected token, auto-rotated).; RBAC-bound ClusterRole/Role.",K8s token controller manages rotation.,Kubernetes cluster-admin.,ClusterRoleBinding/RoleBinding.,,Kubernetes JWT (projected ServiceAccount token).,,,,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
VMSP-SVC-001,Account,vmsp,VCF Management Services (VCFMS),svc-vcfsp-vc-admin-<uid>@vsphere.local,N/A,InterComponent,2,VCF Services Platform admin-role service account for VMSP to vCenter communication. Bound to VCF Services Platform Admin role for tenant orchestration operations.,Fully automated. Created at bootstrap; NOT in OAuth 2.0 migration scope for VCF 9.x. Auto-rotates every 30 days.,"VMSP manages rotation on 30-day schedule. If deployment aborts, orphaned instances may remain in vCenter Directory requiring manual purge.","VMSP admin, vCenter SSO admin",Automated 30-day rotation. Orphan cleanup via vCenter Directory if deployment fails.,vSphere REST API (HTTPS port 443).,Username and password against vSphere SSO.,"vCenter operations required for tenant orchestration, VCF Services Platform Admin role operations, tenant lifecycle management.",vCenter tenant orchestration objects.,Tier 2 inter-component. Scoped to VMSP Admin role.,/var/log/vcf/vcfsp/audit.log,serviceaccounts.create; secrets.create,/var/log/vcf/vcfsp/audit.log,Monitor vCenter Directory for orphaned service accounts or failed deployment traces.,serviceaccounts.create; secrets.create; secrets.delete,Yes
VMSP-SVC-002,Account,vmsp,VCF Management Services (VCFMS),svc-vcfsp-vc-<uid>@vsphere.local,N/A,InterComponent,2,VCF Services Platform standard-role service account for VMSP to vCenter communication. Bound to VCF Services Platform role for monitoring and telemetry.,Fully automated. NOT in OAuth migration scope. Continuous system-managed auto-rotation every 30 days with no password expiration set.,VMSP manages rotation schedule. Orphan cleanup required if deployment aborts.,"VMSP admin, vCenter SSO admin",Automated 30-day rotation. Orphan cleanup via vCenter Directory if deployment fails.,vSphere REST API (HTTPS port 443).,Username and password against vSphere SSO.,"vCenter monitoring and telemetry data collection, VCF Services Platform role operations.",vCenter monitoring and telemetry data streams.,Tier 2 inter-component. Scoped to VMSP Runtime role.,/var/log/vcf/vcfsp/audit.log,serviceaccounts.create; secrets.create,/var/log/vcf/vcfsp/audit.log,Monitor vCenter Directory for orphaned service accounts or failed deployment traces.,serviceaccounts.create; secrets.create; secrets.delete,Yes
VMSP-INV-001,Account,vmsp,VCF Management Services (VCFMS),controller-manager,N/A,K8s-ServiceAccount,3,Used by vmsp-agent controller to connect to K8s API server (cluster-wide),Credential stored in: K8s projected ServiceAccount token (auto-mounted),,,,Accessed by: vmsp-agent controller,K8s projected ServiceAccount token (auto-mounted),ClusterRole: get/list/watch on nodes; pods; secrets; namespaces; PVCs; PVs; services; configmaps; deployments; daemonsets; statefulsets; CRDs; Cluster API objects; VMSP CRDs. pods/exec: create. CRUD on workflow.vmsp.vmware.com/tasks.,Connects to: K8s API server (cluster-wide),,Kubernetes API server audit log (kube-apiserver audit policy),"verb:""create"",""resource"":""serviceaccounts""; ""verb"":""get"",""resource"":""secrets""; ""responseStatus"":{""code"":403}",Kubernetes API server audit log,Alert on unexpected ClusterRole/RoleBinding creation or modification involving this ServiceAccount. Monitor for secrets access from unexpected pods or namespaces. Kubernetes audit policy should capture all 'get/list/watch' on secrets resources.,"serviceaccounts.create; serviceaccounts.patch; secrets.create; secrets.delete; tokenreviews.create; clusterrolebindings.patch; rolebindings.patch; subjectaccessreviews.create [Kubernetes API server audit log, filter on verb+resource+responseStatus]",No (container-native)
