SCG ID,"Secure Controls
Framework ID",DISA STIG ID,PCI DSS 4.0.1 ID,"Component
Name",Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,"Implementation
Priority",Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
vcenter-9.service-resilience-evc,BCD-02.2,N/A,2.2.6,vCenter,9.0.0,Base,VMware vCenter should enable Enhanced vMotion Compatibility for resilience and compatibility with CPU vulnerability mitigations which may cause changes in CPU microcode. ,Enhanced vMotion Compatibility masks differences in CPU generations allowing vMotion to move workloads between otherwise incompatible CPUs and hosts.,None.,P1,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.service-resilience-ha,BCD-02.2,N/A,2.2.6,vCenter,9.0.0,Base,VMware vCenter must enable High Availability for resilience to host faults.,vSphere High Availability (HA) allows workloads to be restarted automatically in the event of a hardware fault.,None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.service-resilience-vmotion,"BCD-11.7
BCD-12.2
BCD-10",N/A,2.2.6,vCenter,9.0.0,Base,VMware vCenter must enable vMotion live workload migration.,"vMotion enables the live migration of workloads between hosts, to optimize performance as well as to handle maintenance operations.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.session-timeout,IAC-25,VCFA-9X-000082,8.2.8,vCenter,9.0.0,Base,VMware Cloud Foundation components must enforce a session timeout after a specified period of inactivity.,"Idle vSphere Client sessions can be left open indefinitely if a user forgets to log out, thereby increasing the risk of unauthorized privileged access.",None.,P0,"""Session Timeout""",120 minutes,15 minutes,NO,Modify,vSphere Client Configuration,N/A (No public API available),N/A (No public API available)
vcenter-9.smtp,"CRY-03
NET-13
IAC-10.5",N/A,4.2.1,vCenter,9.0.0,SMTP,VMware vCenter must send email securely.,"vCenter can send alerts and alarms to administrators. If configured, ensure that it uses secure methods. Also keep in mind that this password will be visible to administrators in the advanced configuration settings so it should be a service account, or access should be granted via IP address.",None.,"P0
Upon Feature Enablement","mail.smtp.port
mail.smtp.username
mail.smtp.password",Not Configured,Configured,NO,Modify,Advanced vCenter Settings,"Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.port"" 
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.username""
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.password""","Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.port"" | Set-AdvancedSetting -Value ""587"" 
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.username"" | Set-AdvancedSetting -Value $VALID_USER
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.password"" | Set-AdvancedSetting -Value $VALID_PASSWORD"
vcenter-9.snmp,"CFG-03
NET-12
IAC-09
NET-03
MON-02",VCFA-9X-000322,"2.2.4
2.2.5",vCenter,9.0.0,Base,The component must disable SNMP version 1 and 2.,Services which are not in use and are not essential for operations should be deactivated.,None.,P0,N/A,Not Configured,Configured,NO,Modify,vCenter Server >> Configure >> Settings >> General,N/A,N/A
vcenter-9.snmp3,"NET-12
NET-14
NET-01
IAC-10
MON-02
IAC-09
IAC-13
CRY-01
MON-02.3",VCFA-9X-000257,4.2.1,vCenter,9.0.0,SNMP,The component must enforce SNMPv3 security features where SNMP is required.,"SNMPv3 supports commercial-grade security, including authentication, authorization, access control, and privacy. Previous versions of the protocol contained well-known security weaknesses that were easily exploited. SNMPv3 can be configured for identification and cryptographically based authentication.

SNMPv3 defines a user-based security model (USM) and a view-based access control model (VACM). SNMPv3 USM provides data integrity, data origin authentication, message replay protection, and protection against disclosure of the message payload. SNMPv3 VACM provides access control to determine whether a specific type of access (read or write) to the management information is allowed. Implement both VACM and USM for full protection.

SNMPv3 must be disabled by default and enabled only if used. SNMP v3 provides security feature enhancements to SNMP, including encryption and message authentication.",None.,"P0
Upon Feature Enablement",N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.ssh,"CFG-03
NET-14
NET-14.1
NET-14.8
IAC-16
NET-14.4
NET-14.2",N/A,2.2.4,vCenter,9.0.0,VAMI,The component must deactivate SSH.,Services which are not in use and are not essential for operations should be deactivated.,None.,P2,"VAMI, SSH Login",Deactivated,Deactivated,YES,Audit,vCenter Server Virtual Appliance Management Interface,"(Get-CisService -Name ""com.vmware.appliance.access.ssh"").get()","(Get-CisService -Name ""com.vmware.appliance.access.ssh"").set($false)"
vcenter-9.supported,"VPM-04.1
VPM-05",N/A,6.3.3,vCenter,9.0.0,Base,vCenter Server is a version that has not reached End of General Support status.,Ensure that vCenter Server is of a version that has not reached End of General Support status.,None.,P2,Product Version & Build Number,N/A,N/A,YES,Audit,vCenter Server Virtual Appliance Management Interface,N/A,N/A
vcenter-9.time,"MON-07.1
SEA-20",VCFA-9X-000153,"10.6.1
10.6.2",vCenter,9.0.0,Base,The component must synchronize its clock with organizational reference sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics require synchronized time across environments. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources; one source is preferable to having two (Segal's Law: a person with one watch always knows what time it is, a person with two is never sure).

Configure all components to use the global standard time zone, UTC.

NTP uses UDP to communicate, which, if allowed generically, can open a path for attackers to exfiltrate data during a breach. Ensure that perimeter firewall rules allowing communication to NTP servers are specific. ",None.,P0,"VAMI, Time",Undefined,Site-Specific,NO,Modify,vCenter Server Virtual Appliance Management Interface,"(Get-CisService -Name ""com.vmware.appliance.timesync"").get()
(Get-CisService -Name ""com.vmware.appliance.ntp"").get()","(Get-CisService -Name ""com.vmware.appliance.timesync"").set(""NTP"")
(Get-CisService -Name ""com.vmware.appliance.ntp"").set(""0.vmware.pool.ntp.org,1.vmware.pool.ntp.org,2.vmware.pool.ntp.org,3.vmware.pool.ntp.org"")"
vcenter-9.tls-ciphers,"CRY-03
CRY-01",VCFA-9X-000004,"2.2.7
4.2.1
8.3.2",vCenter,9.0.0,Base,The vCenter Server must maintain confidentiality and integrity of transmissions by enabling modern TLS ciphers.,"In vCenter Server 8.0.3 and newer, TLS profiles are available to configure client and server TLS settings to use only strong ciphers.

To view the current settings, in the vSphere Client go to Developer Center, then to API Explorer. Select ""appliance"" from the ""Select API"" drop down list then scroll down to the ""tls/profiles/global"" section. Expand the GET call and click Execute.

To update this parameter, in the vSphere Client go to Developer Center, then to API Explorer. Select ""appliance"" from the ""Select API"" drop down list then scroll down to the ""tls/profiles/global"" section. Expand the PUT call and enter the following in the value box:

{
    ""profile"": ""NIST_2024""
}

Click Execute to configure a new global TLS profile. The vCenter Server will restart services after setting this parameter, disconnecting clients.","Changes to cipher suites impact connectivity with other components and external systems, and may require a restart of the component to implement.",P0,N/A,COMPATIBLE,NIST_2024,NO,Modify,vSphere Client Developer Center,N/A (Use API Explorer method in Discussion),N/A (Use API Explorer method in Discussion)
vcenter-9.vami-firewall-restrict-access,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",N/A,"1.4.1
1.4.2",vCenter,9.0.0,Base,The vCenter Server must configure the firewall to only allow traffic from authorized networks.,"Ensures that all incoming and outgoing network traffic is blocked unless explicitly allowed, reducing the attack surface and helping to prevent unauthorized access to the system. Note that outgoing/egress traffic is not blocked, nor are related/established connections, so vCenter Server will still be able to communicate with systems where it initiates the connection. Perimeter firewalls should be used to curtail those types of connections.","Loss of connectivity. Ensure that you configure an allow rule for yourself prior to configuring a ""deny all"" rule.",P0,N/A,Connections allowed from any IP address,Connections allowed only from authorized infrastructure and administration workstations,NO,Modify,VAMI ,N/A,N/A
vcenter-9.vami-password-max-age,"IAC-10
IAC-10.1
IAC-10.4
IAC-10.8
IAC-22",N/A,8.3.9,vCenter,9.0.0,VAMI,The vCenter Server root account password expiration must be configured appropriately.,"Modern best practices for passwords (NIST 800-63B Section 5.1.1.2, among other guidance) indicates that with adequate password entropy, security is not improved by arbitrarily requiring users to change their passwords at certain intervals. Many automated security tools and regulatory compliance frameworks do not reflect this guidance, and may override this recommendation.",Failure to reset the password before the expiration means that recovery procedures will be necessary.,P0,"VAMI, Password Expires",Yes,No,NO,Modify,vCenter Server Virtual Appliance Management Interface,N/A,N/A
vcenter-9.vami-updates,"VPM-04.1
VPM-05",N/A,6.3.3,vCenter,9.0.0,VAMI,vCenter Server has all software updates installed.,"By keeping vCenter Server patches up to date, vulnerabilities can be mitigated. It is important to note that educated attackers can exploit known vulnerabilities when attempting to gain unauthorized access or elevate privileges.

When applying updates, it is recommended to update vCenter Server first, if an update is available, and then proceed with updating ESX. This sequence ensures that the management layer is updated before updating the ESX hosts.",None.,P0,Product Version & Build Number,N/A,N/A,NO,Modify,vCenter Server Virtual Appliance Management Interface,N/A,N/A
vcenter-9.vpxuser-length,"IAC-10
IAC-10.1
IAC-10.4
IAC-10.8
IAC-22",VCFA-9X-000344,"8.3.1
8.3.6",vCenter,9.0.0,Base,"The VMware Cloud Foundation vCenter Server must configure the ""vpxuser"" password to meet length policy.","The ""vpxuser"" password default length is 32 characters. Ensure this setting meets site policies; if not, configure to meet password length policies.

Longer passwords make brute-force password attacks more difficult. The ""vpxuser"" password is added by vCenter, meaning no manual intervention is normally required. The ""vpxuser"" password length must never be modified to less than the default length of 32 characters.",None.,P2,config.vpxd.hostPasswordLength,32,32,YES,Audit,N/A,N/A,N/A
vcenter-9.vpxuser-rotation,IAC-10.8,VCFA-9X-000328,8.3.9,vCenter,9.0.0,Base,The vCenter Server must configure the vpxuser password to be rotated on an appropriate interval.,Ensures that the vCenter Server is properly rotating the password it automatically sets on the ESX hosts.,None.,P2,VirtualCenter.VimPasswordExpirationInDays,30,30,YES,Audit,vCenter Server Advanced Settings,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays | Set-AdvancedSetting -Value 30
vcf-9.disable-accounts,"IAC-15.2
IAC-15.3
IAC-15.7
IAC-17
IAC-21
CFG-03
CFG-03.1
END-15
IAC-05.2
IAC-15.1
IAC-16
IAC-21.2",VCFA-9X-000090,2.2.4,VCF,9.0.0,Base,VMware Cloud Foundation must have unnecessary or unused user accounts disabled or removed.,"Disabling expired, inactive, unused, or otherwise anomalous accounts supports the concepts of least privilege and least functionality which reduce the attack surface of the system.

This control does NOT apply to internal product appliance accounts (Linux user accounts often found in /etc/passwd). Those accounts are part of the product distribution and used for process isolation within the product. Those accounts are already disabled by having their shell set to /bin/nologin, /bin/false, or having ""!!"" in the passwd field. Removal or alteration of appliance internal accounts is unsupported and will cause operational issues, often later with upgrades and patching.",None.,P0,N/A,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.log-forwarding,MON-02,"VCFA-9X-000141
VCFA-9X-000363","10.2.1
10.3.3",VCF,9.0.0,Base,Component must securely forward system and audit logs to a remote log collection point.,"By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a unified, long-term audit record.",None.,P0,See documentation for configuring VCF Operations for Logs.,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.mfa,"IAC-06.1
IAC-10","VCFE-9X-000048
VCFA-9X-000054",8.3.1,VCF,9.0.0,Base,VMware Cloud Foundation and its components must be integrated with a modern identity provider.,"VMware Cloud Foundation and its components must be integrated with an identity source that supports multifactor authentication (MFA) for day-to-day administration operations. The identity source should be isolated technically and procedurally from other organizational identity sources, user provisioning systems, and configuration management systems. The identity source should enforce requirements, such as password complexity, device hygiene, number matching, geolocation, and more, in a manner equal or greater than that of normal organizational requirements.",None.,P0,See documentation for configuring identity sources in VCF Operations.,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.perimeter-firewall,"DCH-01
DCH-03
NET-03.8
IAC-04
IAC-21.6",N/A,"1.4.1
1.4.2",VCF,9.0.0,Base,VCF components must limit access to their management interfaces using perimeter firewalls.,Isolation from other organizational networks and the Internet is an important part of access control and defense-in-depth for infrastructure components.,None.,P0,N/A,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.permissions-roles,"MON-02.8
MON-08.2
DCH-10
DCH-10.2
DCH-14.2
END-03
END-03.2
END-16
IAC-21.3
IAC-21.1
DCH-01
DCH-03
CFG-05
IAC-21.5
IAC-21.6","VCFA-9X-000090
VCFA-9X-000351
VCFA-9X-000354
VCFA-9X-000360
VCFA-9X-000380
VCFA-9X-000381
VCFN-9X-000010",7.2.2,VCF,9.0.0,Base,Ensure that permissions granted and roles assigned are correct across all VCF components.,"Users and service accounts must only be assigned privileges they require. Least privilege requires that these privileges must only be assigned if needed to reduce risk of confidentiality, availability, or integrity loss.",None.,P0,N/A,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.secure-baseline,"IAO-02
CFG-02
CFG-02.5",N/A,2.2.6,VCF,9.0.0,Base,"VMware Cloud Foundation must implement the controls found in this guidance, or equivalent compensating controls. Deviations from the baseline must have their business rationale documented.","While circular in nature, this requirement is used to fulfill various regulatory compliance requirements.",None.,P0,N/A,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.time,"MON-07.1
SEA-20","VCFA-9X-000366
VCFA-9X-000367
VCFA-9X-000368
VCFA-9X-000369
VCFA-9X-000370
VCFA-9X-000371
VCFA-9X-000372","10.6.1
10.6.2",VCF,9.0.0,Base,VCF components must synchronize their clocks with organizational reference sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics require synchronized time across environments. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources; one source is preferable to having two (Segal's Law: a person with one watch always knows what time it is, a person with two is never sure).

Configure all components to use the global standard time zone, UTC.

NTP uses UDP to communicate, which, if allowed generically, can open a path for attackers to exfiltrate data during a breach. Ensure that perimeter firewall rules allowing communication to NTP servers are specific. ",None.,P0,N/A,Undefined,Site-Specific,NO,Modify,Fleet Management -> Lifecycle -> VCF Management -> Overview,N/A,N/A
vm-9.deactivate-console-copy,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000181,3.4.2,ESX,9.0.0,Virtual Machine,Virtual machines must have console copy operations deactivated.,"Deactivating console copy operations on virtual machines prevents data copying between the VM and the local client, regardless of whether the user is accessing through Web Console, VMRC, or another method.",None.,P2,isolation.tools.copy.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.copy.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.copy.disable | Remove-AdvancedSetting
vm-9.deactivate-console-paste,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000197,3.4.2,ESX,9.0.0,Virtual Machine,Virtual machines must have console paste operations deactivated.,"By disabling console paste operations on virtual machines, data transfer from the local client to the VM is blocked, whether the user is using Web Console, VMRC, or another console.",None.,P2,isolation.tools.paste.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.paste.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.paste.disable | Remove-AdvancedSetting
vm-9.deactivate-disk-shrinking-shrink,"NET-02.1
CAP-02",VCFV-9X-000198,2.2.4,ESX,9.0.0,Virtual Machine,Virtual machines must have virtual disk shrinking operations deactivated.,Disabling virtual disk shrinking on virtual machines helps avoid disk unavailability issues. The ability to perform this operation is typically limited for non-administrative users in the guest environment.,None.,P2,isolation.tools.diskShrink.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.diskShrink.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskShrink.disable | Remove-AdvancedSetting
vm-9.deactivate-disk-shrinking-wiper,"NET-02.1
CAP-02",VCFV-9X-000199,2.2.4,ESX,9.0.0,Virtual Machine,Virtual machines must have virtual disk wiping operations deactivated.,Disabling virtual disk wiping on virtual machines helps avoid disk unavailability issues. The ability to perform this operation is typically limited for non-administrative users in the guest environment.,None.,P2,isolation.tools.diskWiper.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.diskWiper.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskWiper.disable | Remove-AdvancedSetting
vm-9.deactivate-non-essential-3d-features,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000207,2.2.4,ESX,9.0.0,Virtual Machine,Virtual machines must have 3D graphics features deactivated when not required.,"Turning off 3D graphics features on virtual machines that don't need them reduces potential attack vectors, enhancing overall system security.",GPU and Virtual Desktops may require this functionality.,P2,mks.enable3d,FALSE,FALSE,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting mks.enable3d,Get-VM -Name $VM | Get-AdvancedSetting mks.enable3d | Set-AdvancedSetting -Value $false
vm-9.dvfilter,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000205,2.2.6,ESX,9.0.0,Virtual Machine,"Virtual machines must limit access through the ""dvfilter"" network Application Programming Interface (API).","The dvFilter interface is used by tools like NSX to filter and inspect network traffic. Other tools may use it, too. Ensure that those tools are authorized.","Legitimate network tools, including NSX, may require this functionality.",P2,ethernet*.filter*.name,Not Present,Not Present,YES,Audit,VM Advanced Parameters,"Get-VM -Name $VM | Get-AdvancedSetting ""ethernet*.filter*.name*""","Get-VM -Name $VM | Get-AdvancedSetting ""ethernet*.filter*.name*"" | Remove-AdvancedSetting"
vm-9.efi-boot-types,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",N/A,2.2.6,ESX,9.0.0,Virtual Machine,Virtual machines must prevent booting from unauthorized sources. ,"Unauthorized access to a virtual machine may occur when its primary boot volume is unavailable, and the EFI firmware seeks alternative boot sources, such as network boot. This can be mitigated through network controls, as well as with the advanced parameters bios.bootDeviceClasses, bios.bootOrder, and bios.hddOrder.

bios.bootDeviceClasses has the format ""allow:XXXX"" or ""deny:XXXX"" where XXXX is a comma-delimited list of boot classes. Boot classes are net (network PXE boot), usb (from attached USB devices), pcmcia (PCMCIA expansion cards, not used nowadays), cd (from attached virtual CD/DVD devices), hd (from attached virtual hard disks), fd (from attached virtual floppy devices), reserved (from unknown devices), efishell (into the EFI shell), all, or any (same as all).

Use of allow or deny also implicitly states the opposite. For example, deny:all disallows all boot, deny:net disallows network boot but allows all others, allow:hd allows only hd boot denies all others, allow:hd,cd allows hd then cd device boot and denies all others.

New virtual machines may require CD/DVD boot, and some dynamic environments, such as labs, may use network boot, and those environments should be set accordingly and have the rationale documented.","The virtual machine will no longer be able to boot from unspecified sources, which may negatively impact situations where PXE boot or recovery media is required. However, the parameter is easily changed at scale through PowerCLI. An alternate approach is to specify denied methods, such as ""deny:net""",Advanced,bios.bootDeviceClasses,allow:all,"allow:hd
once the guest OS is installed",NO,Modify,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting bios.bootDeviceClasses,"Get-VM -Name $VM | Get-AdvancedSetting bios.bootDeviceClasses | Set-AdvancedSetting -Value ""allow:hd"""
vm-9.ft-encrypted,"NET-14.2
CRY-01
CRY-03
CRY-01.1
CRY-04",VCFV-9X-000209,"2.2.7
4.2.1",ESX,9.0.0,Virtual Machine,Virtual machines must require encryption for Fault Tolerance.,"Requiring encryption for Fault Tolerance in VMs ensures secure data transmission. While the default 'opportunistic' encryption likely results in encryption due to ubiquitous AES-NI support in vSphere-compatible hardware, enforcing 'required' encryption guarantees no unencrypted operations.",None.,P1,VM Configuration,ftEncryptionOpportunistic,ftEncryptionRequired,NO,Modify,VM Settings,(Get-VM -Name $VM).ExtensionData.Config.FtEncryptionMode,"$VMview = Get-VM -Name $VM | Get-View 
$ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec
$ConfigSpec.FtEncryptionMode = New-object VMware.Vim.VirtualMachineConfigSpecEncryptedFtModes
$ConfigSpec.FtEncryptionMode = ""ftEncryptionRequired"" 
$VMview.ReconfigVM_Task($ConfigSpec)"
vm-9.isolation-device-connectable-deactivate,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000202,2.2.4,ESX,9.0.0,Virtual Machine,"Virtual machines must prevent unauthorized removal, connection and modification of devices.","Preventing unauthorized device modifications in virtual machines blocks non-admin users or processes from connecting, disconnecting, or adjusting device settings. This measure curbs unauthorized access and operation disruption, reducing denial of service risks, as well as some avenues for exfiltrating data.",None.,P2,isolation.device.connectable.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.device.connectable.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.device.connectable.disable | Remove-AdvancedSetting
vm-9.isolation-tools-dnd-deactivate,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000196,2.2.4,ESX,9.0.0,Virtual Machine,Virtual machines must have console drag and drop operations deactivated.,"Deactivating drag and drop operations in a virtual machine's console stops users from transferring data between the VM and the local client, regardless of the console type, enhancing data security.",None.,P2,isolation.tools.dnd.disable,TRUE,TRUE or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.dnd.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.dnd.disable | Remove-AdvancedSetting
vm-9.limit-console-connections,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000200,2.2.6,ESX,9.0.0,Virtual Machine,Virtual machines must limit console sharing.,"Limiting VM console sharing to one user prevents multiple observers, enhancing security. However, this might inadvertently create a potential pathway for service denial.","May create a denial-of-service condition where the console is unusable because someone is connected, or a disconnected console session persists. Other products, such as VMware Cloud Director, may require this set to a greater value.",P0,RemoteDisplay.maxConnections,-1,1,NO,Modify,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting RemoteDisplay.maxConnections,Get-VM -Name $VM | Get-AdvancedSetting RemoteDisplay.maxConnections | Set-AdvancedSetting -Value 1
vm-9.limit-setinfo-size,"NET-02.1
CAP-02",VCFV-9X-000201,2.2.6,ESX,9.0.0,Virtual Machine,Virtual machines must limit informational messages from the virtual machine to the VMX file.,Limiting VM informational messages to the VMX file prevents it from exceeding its default size of 1MB. This control prevents potential denial of service situations that could arise if the datastore becomes full.,None.,P2,tools.setInfo.sizeLimit,1048576,1048576 or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting tools.setInfo.sizeLimit,Get-VM -Name $VM | Get-AdvancedSetting -Name tools.setInfo.sizeLimit | Remove-AdvancedSetting
vm-9.log-enable,"MON-02
MON-02.1
MON-02.2
MON-02.7
MON-03
MON-03.1
MON-03.3
MON-04
MON-06
MON-8.1
MON-8.3
MON-10
AST-14
CHG-04.1
MON-02.6",VCFV-9X-000212,10.5.1,ESX,9.0.0,Virtual Machine,Virtual machines must enable diagnostic logging.,Diagnostic logging for virtual machines helps with forensics and troubleshooting.,None.,P2,Enable Logging,TRUE,TRUE,YES,Audit,VM Settings,"Get-VM -Name $VM | Where {$_.ExtensionData.Config.Flags.EnableLogging -ne ""True""}","$VMview = Get-VM -Name $VM | Get-View 
$ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec
$ConfigSpec.Flags = New-Object VMware.Vim.VirtualMachineFlagInfo
$ConfigSpec.Flags.EnableLogging = $true
$VMview.ReconfigVM_Task($ConfigSpec)"
vm-9.log-retention,"NET-02.1
CAP-02
MON-04",VCFV-9X-000211,10.5.1,ESX,9.0.0,Virtual Machine,Virtual machines must limit the number of retained diagnostic logs.,"By restricting the quantity of retained diagnostic logs, we can avoid filling up the datastore without compromising diagnostic functionality.",None.,P2,log.keepOld,10,10 or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting log.keepOld,Get-VM -Name $VM | Get-AdvancedSetting -Name log.keepOld | Remove-AdvancedSetting
vm-9.log-rotation-size,"NET-02.1
CAP-02
MON-04",VCFV-9X-000210,10.5.1,ESX,9.0.0,Virtual Machine,Virtual machines must limit the size of diagnostic logs.,"Limiting the size of diagnostic logs on VMs prevents excessive space consumption, particularly on long-running VMs. As per VMware guidelines, the recommended minimum limit is 2MB.",None.,P2,log.rotateSize,2048000,2048000 or Undefined,YES,Audit,VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting log.rotateSize,Get-VM -Name $VM | Get-AdvancedSetting -Name log.rotateSize | Remove-AdvancedSetting
vm-9.pci-passthrough,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000219,2.2.4,ESX,9.0.0,Virtual Machine,Virtual machines must limit PCI device passthrough functionality.,"DirectPath I/O features enable VMs to directly access system hardware, impacting risk mitigation tools like vMotion, DRS, and High Availability. It also potentially gives attackers privileged hardware access. Ensure only necessary VMs have this privilege, compensating with guest OS security controls.","Passthrough devices, such as GPUs, would be negatively affected if they are disconnected. Audit and document the business need for these VMs.",P0,N/A,Not Present,Not Present,YES,Audit,VM Settings,Get-VM -Name $VM | Get-PassthroughDevice,Get-VM -Name $VM | Get-PassthroughDevice | Remove-PassthroughDevice
vm-9.persistent-disk,"NET-04
NET-04.3
CHG-04.3
IAC-01
IAC-01.2
IAC-02
IAC-02.3
IAC-03 
IAC-21
CFG-03
IAC-21
NET-03
NET-04.1
NET-03.7",VCFV-9X-000213,2.2.6,ESX,9.0.0,Virtual Machine,"Virtual machines (VMs) must not use independent, nonpersistent disks.","The security issue with nonpersistent disk mode is that successful attackers, with a simple shutdown or reboot, might undo or remove any traces they were ever on the machine. To safeguard against this risk, production virtual machines should be set to use persistent disk mode; additionally, ensure activity within the VM is logged remotely on a separate server, such as a syslog server or equivalent Windows-based event collector. Without a persistent record of activity on a VM, administrators might never know whether they have been attacked or hacked.

There can be valid use cases for these types of disks, such as with an application presentation solution where read-only disks are desired, and such cases should be identified and documented.",None.,P2,N/A,Not Configured,Not Configured,YES,Audit,N/A,N/A,N/A
