SCG ID,Secure Controls Framework ID,DISA STIG ID,PCI DSS 4.0.1 ID,NIST 800-53R5 ID,Component Name,Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,Implementation Priority,Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
vcenter-9.service-resilience-vmotion,BCD-02.2,N/A,2.2.6,CP-02(05),vCenter,9.1.0,Base,Enable vMotion for live workload migration.,"vMotion live-migrates a running virtual machine from one host to another with no downtime. It is the foundation for non-disruptive operations: an administrator can evacuate a host to patch or remediate it, and DRS and maintenance mode rely on vMotion to rebalance and drain hosts. Without it, taking a host out of service means powering off or interrupting the workloads on it.

Availability is a core security property, and patchability depends on it: if workloads cannot be moved off a host, operators face a choice between running unpatched and accepting downtime, and that pressure tends to delay security fixes. vMotion is a low-cost capability and adds no dedicated resource overhead beyond the network used to carry migrations. Securing that migration network is a separate control (see esx-9.vmk-vmotion).","With vMotion available, hosts can be drained for patching and DRS can rebalance load without interrupting workloads. Without it, every host maintenance action requires powering off or otherwise disrupting the virtual machines on that host.",P0,N/A,Not Configured,Configured,NO,Modify,UI: Host > Configure > Networking > VMkernel adapters,"Get-VMHostNetworkAdapter -VMKernel | Select-Object VMHost,Name,VMotionEnabled",Get-VMHostNetworkAdapter -VMKernel -Name $VMK | Set-VMHostNetworkAdapter -VMotionEnabled $true
vcenter-9.session-timeout,IAC-25,VCFA-9X-000082,8.2.8,AC-12,vCenter,9.1.0,Base,Enforce an idle session timeout for the vSphere Client.,"The vSphere Client session timeout controls how long an idle, authenticated session to the vSphere Client stays valid before the server ends it and requires the user to sign in again. An idle session is a logged-in window into vCenter with the user's privileges; if it stays open, someone with access to the unattended browser or workstation, or who hijacks the session, can act as that user without authenticating. A shorter idle timeout narrows that window.

The product default leaves sessions valid far longer than necessary for interactive administration. The recommended value ends idle sessions promptly while still allowing normal working pauses. This applies to the vSphere Client UI; it does not affect API clients or active, in-use sessions.","A shorter timeout signs idle administrators out sooner, so someone who steps away and returns after the interval must log in again; set it long enough to avoid interrupting normal working pauses. Leaving the long default means an unattended, authenticated vSphere Client session stays usable for an extended period.",P0,"""Session Timeout""",120 minutes,15 minutes,NO,Modify,UI: Administration > Deployment > Client Configuration,N/A (No public API available),N/A (No public API available)
vcenter-9.smtp,"CRY-03, NET-13",N/A,4.2.1,"SC-08, SC-08(01)",vCenter,9.1.0,SMTP,Send vCenter notification email over a secure SMTP connection.,"vCenter can send email notifications for alarms and alerts through an SMTP server. If that connection is not protected, the notification content travels in cleartext on the network, where it can be read or altered, and the SMTP credentials can be exposed. Configure vCenter to use a secure submission connection to the mail server.

The SMTP username and password are stored in vCenter advanced settings, where any administrator with access to those settings can read them. Use a dedicated service account scoped only to sending mail, or restrict the mail relay to accept vCenter by IP address instead of a password, so that a credential read from the settings cannot be reused for anything sensitive. This control applies only where vCenter SMTP notifications are configured.","These settings apply only if vCenter SMTP notifications are in use; with email unconfigured there is no effect. Pointing vCenter at a port or server that does not support the secure connection, or supplying credentials the mail server rejects, stops alarm and alert emails from being delivered.","P0, Upon Feature Enablement","mail.smtp.port, mail.smtp.username, mail.smtp.password",Not Configured,Configured,NO,Modify,UI: vCenter Advanced Settings,"Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.port""
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.username""
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.password""","Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.port"" | Set-AdvancedSetting -Value ""587""
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.username"" | Set-AdvancedSetting -Value $SmtpUser
Get-AdvancedSetting -Entity $VC -Name ""mail.smtp.password"" | Set-AdvancedSetting -Value $SmtpPassword"
vcenter-9.snmp,"CFG-03, NET-12",VCFA-9X-000322,"2.2.4, 2.2.5",CM-07,vCenter,9.1.0,SNMP,Disable SNMP v1 and v2c receivers on vCenter.,"Simple Network Management Protocol (SNMP) lets a monitoring system collect device data and receive event notifications, called traps. vCenter can forward SNMP traps to one or more receivers configured in the vSphere Client. SNMP versions 1 and 2c authenticate with a community string, a shared secret sent across the network in cleartext along with the data it carries. Anyone who can observe that traffic can read the community string and the trap contents, and can replay or forge messages to a receiver.

vCenter ships with no SNMP v1 or v2c receivers enabled, so the default state already meets this recommendation; the control audits that none have been added. Where SNMP monitoring is required, use SNMP version 3, which adds cryptographic authentication and payload encryption, configured separately (see vcenter-9.snmp3).",Disabling SNMP v1 and v2c receivers affects any monitoring system that relies on vCenter traps over those versions; move those integrations to SNMP v3 before removing the receivers. Leaving a v1 or v2c receiver enabled exposes the community string and trap contents to anyone who can observe the network path.,P2,snmp.receiver.<x>.enabled,Disabled,Disabled,YES,Audit,UI: vCenter Server >> Configure >> Settings >> General >> SNMP receivers,"Get-AdvancedSetting -Entity $VC -Name ""snmp.receiver.*.enabled""","Get-AdvancedSetting -Entity $VC -Name ""snmp.receiver.*.enabled"" | Set-AdvancedSetting -Value $false"
vcenter-9.snmp3,"NET-12, CRY-01",VCFA-9X-000257,4.2.1,"SC-08(01), SC-13",vCenter,9.1.0,SNMP,Enforce SNMPv3 authentication and privacy where SNMP is enabled on vCenter.,"vCenter includes an SNMP agent that can publish appliance and host data to a monitoring system. The agent is disabled by default and only needs configuration if SNMP monitoring is turned on. When it is enabled, use SNMP version 3, which adds two protections the earlier versions lack: authentication, which lets the agent and the monitoring system verify each other's identity using a keyed hash rather than a shared cleartext string, and privacy, which encrypts the message payload so it cannot be read in transit.

Configure SNMPv3 with a hash-based authentication algorithm (SHA) and an AES privacy algorithm, and set every SNMP user to the privacy security level so that both authentication and encryption are always applied. A user left at a lower security level authenticates but still sends its data in cleartext, which defeats the reason for choosing version 3.

This control applies only where SNMP is in use; if no monitoring system polls vCenter over SNMP, leave the agent disabled. Disabling the SNMP v1 and v2c receivers is covered separately (see vcenter-9.snmp).","Where SNMP monitoring is in use, enforcing SNMPv3 with authentication and privacy means the monitoring system must hold matching credentials and algorithms; a mismatch stops it from polling vCenter until both sides agree. Enabling SNMP without these settings, or leaving a user below the privacy level, sends monitoring data over the network in cleartext to anyone on the path.","P0, Upon Feature Enablement","snmp.set --authentication SHA1
snmp.set --privacy AES128
snmp.set --users <username>/<auth_password> <priv_password>/priv",Not Configured,Configured,NO,Modify,Shell: vCenter Server Appliance Shell (appliancesh),N/A,N/A
vcenter-9.ssh,"CFG-03, NET-14.4",N/A,2.2.4,"AC-17(04), CM-07",vCenter,9.1.0,SSH,Deactivate SSH access to the vCenter appliance except for temporary diagnostic use.,"The vCenter appliance runs an SSH daemon that gives an administrator an interactive command-line session into the appliance's operating system. Anyone who reaches the SSH listener with a valid credential gets a shell on the appliance, outside the vSphere Client's role-based access control and its event log, with direct access to the files and services that run vCenter. SSH is a break-glass tool for diagnostics and recovery when the vSphere Client, the appliance management interface, and the API are not enough; it is not the routine management interface.

vCenter ships with SSH deactivated, so the default state already meets this recommendation; the control audits that it has not been left on. Enable it only for the duration of a specific support or troubleshooting task, then deactivate it again. Who may use the shell once SSH is on is governed separately (see vcenter-9.bashshelladministrators).","Keeping SSH deactivated has no day-to-day operational cost; routine management uses the vSphere Client, the appliance management interface, and the vCenter API rather than SSH. Leaving SSH enabled keeps an interactive shell on the appliance listening continuously, which is the login surface this recommendation removes; plan for brief, deliberate re-enablement when support work genuinely needs it.",P2,SSH Login,Deactivated,Deactivated,YES,Audit,UI: vCenter Server Management Interface (VAMI) > Access,"(Get-CisService -Name ""com.vmware.appliance.access.ssh"").get()","(Get-CisService -Name ""com.vmware.appliance.access.ssh"").set($false)"
vcenter-9.supported,"TDA-17, VPM-04.1",N/A,6.3.3,SA-22,vCenter,9.1.0,Base,vCenter must run a version that has not reached End of General Support.,"Broadcom publishes a lifecycle policy for each vCenter release that sets the date it reaches End of General Support. After that date the release no longer receives routine security patches, bug fixes, or technical support, so a vCenter left on an unsupported version accumulates exposure to every vulnerability found after the cutoff, since fixes are not back-ported to out-of-support releases.

vCenter is the management plane for the environment: it holds administrative credentials, the certificates that anchor trust between components, and the control path to every host and workload. Keeping it on a supported version matters more than for most components, because a compromise there reaches the whole estate. Track the published lifecycle dates and plan upgrades before the support cutoff; deferring past End of General Support also makes the eventual upgrade harder, as the number of required intermediate steps grows over time.","A vCenter left on an out-of-support version accumulates exposure to vulnerabilities discovered after End of General Support, since fixes are not back-ported. The eventual upgrade is also more complex than from a supported version, because skip-version paths and required intermediate steps grow over time.",P2,N/A,N/A,N/A,YES,Audit,Compare the vCenter version and build number to the lifecycle policy published on the Broadcom Support Portal.,"(Get-View ServiceInstance).Content.About | Select-Object Version, Build, FullName",N/A
vcenter-9.time,"MON-07.1, SEA-20",VCFA-9X-000153,"10.6.1, 10.6.2","AU-08, SC-45(01)",vCenter,9.1.0,Base,vCenter must synchronize its clock with organizational reference sources.,"Accurate time on vCenter underpins certificate validity checks, the ordering of audit and event logs, cluster operations, Kerberos and other time-bounded authentication, and incident response that correlates events across systems. vCenter ties these together for the whole environment: if its clock drifts outside a certificate validity window, TLS handshakes fail; outside the Kerberos clock-skew tolerance, Active Directory logins fail; and its logs can no longer be aligned with logs from hosts and other components.

Configure vCenter to synchronize from your organization's authoritative time sources, and confirm the time-synchronization mode is set to NTP rather than following the underlying host, so the appliance tracks a known reference rather than a host whose own clock may be wrong. Use one, or three or more, time sources rather than exactly two, so the appliance is never left arbitrating between two clocks that disagree.","A vCenter with an inaccurate or unsynchronized clock fails any operation that depends on time: TLS handshakes against certificates outside the validity window, Active Directory logins that require Kerberos clock-skew tolerance, and cluster operations that assume consistent timestamps. Its audit logs also cannot be aligned with other systems, which weakens incident investigation.",P0,N/A,Undefined,Site-Specific,NO,Modify,UI: vCenter Server Management Interface (VAMI) > Time,"(Get-CisService -Name ""com.vmware.appliance.timesync"").get()
(Get-CisService -Name ""com.vmware.appliance.ntp"").get()","# Replace the example servers with your organization's authoritative NTP sources
(Get-CisService -Name ""com.vmware.appliance.timesync"").set(""NTP"")
(Get-CisService -Name ""com.vmware.appliance.ntp"").set(""ntp1.example.com,ntp2.example.com,ntp3.example.com"")"
vcenter-9.tls-ciphers,"CRY-01.5, CRY-03",VCFA-9X-000004,"2.2.7, 4.2.1","SC-08, SC-08(01)",vCenter,9.1.0,Base,"vCenter's TLS profile must restrict negotiated ciphers and protocols to a modern, approved set.","vCenter uses TLS to protect its management connections: the vSphere Client and Host Client, the vCenter API, the links between vCenter and ESX hosts and other VCF components, and external integrations such as identity sources and monitoring systems. A TLS profile is a named bundle of allowed protocol versions, cipher suites, key exchange groups, and signature algorithms; when a client connects, vCenter negotiates only what the active profile permits. The installed default profile keeps backwards compatibility with older clients by allowing protocol versions and cipher suites that are no longer considered strong.

The recommended profile narrows that set to TLS 1.3 with a modern cipher suite, removing the older protocol versions and weak ciphers an attacker could try to force a connection down to. Before applying it broadly, confirm that the clients, components, and integrations that talk to vCenter can all negotiate TLS 1.3, because any party that cannot will lose its connection until it is updated or the profile is widened. Changing the global profile requires restarting vCenter services for the new profile to take effect.","A strict TLS profile drops the older protocol versions and cipher suites that some clients, components, or integrations may still depend on; any party unable to negotiate TLS 1.3 with the profile's cipher set loses connectivity to vCenter until it is updated or the profile is widened. Applying the profile also restarts vCenter services, causing a brief management-plane interruption.",P0,TLS Profile,COMPATIBLE,NIST_2024_TLS_13_ONLY,NO,Modify,"API: vSphere Client > Developer Center > API Explorer (appliance, tls/profiles/global)",Invoke-GetTlsProfilesGlobal,Invoke-ApplianceTlsProfilesGlobalSetTask -applianceTlsProfilesGlobalSetSpec (Initialize-ApplianceTlsProfilesGlobalSetSpec -VarProfile NIST_2024_TLS_13_ONLY)
vcenter-9.vami-firewall-restrict-access,"END-05, NET-04.1",N/A,"1.4.1, 1.4.2","SC-07(05), SC-07(11)",vCenter,9.1.0,Base,Configure the vCenter appliance firewall to allow inbound traffic only from authorized networks.,"vCenter's appliance management interface lets you define inbound firewall rules that limit which source networks can reach the appliance's management services. By default the appliance accepts management connections from any source address, so any host that can route to vCenter can attempt to reach the vSphere Client, the API, and the appliance management interface. Restricting inbound access to the networks your administrators and infrastructure actually use removes the rest of the network as a starting point for credential attacks and exploitation attempts.

These rules apply to inbound connections. Outbound connections that vCenter initiates, and the established or related return traffic for them, are not blocked, so vCenter can still reach the services it depends on. Use perimeter firewalls to constrain vCenter's outbound paths where that is required.","The main risk is locking out legitimate management access: add an allow rule for your own administrative network before applying a default-deny rule, or you will lose connectivity to the appliance. Rules that are too broad leave the management interface reachable from networks that have no need to reach it.",P0,N/A,Connections allowed from any IP address,Connections allowed only from authorized infrastructure and administration workstations,NO,Modify,UI: vCenter Server Management Interface (VAMI) > Firewall,N/A,N/A
vcenter-9.vami-password-max-age,IAC-10.1,N/A,8.3.9,IA-05(01),vCenter,9.1.0,VAMI,Disable forced password expiration on the vCenter appliance root account.,"Current authentication guidance (NIST SP 800-63B) finds that forcing a fixed-schedule password change does not improve security when the password already has adequate length and entropy; it mainly pushes users toward small, predictable variations of the same password. The recommendation is to not expire passwords on a timer and instead rotate the account only when there is evidence of compromise.

On the vCenter appliance, the local root account governs shell and appliance-management access. When root password expiration is left enabled and the password is not reset in time, root can become locked out, and regaining access requires the appliance recovery procedure. This lockout often takes operators by surprise because the expiration runs silently in the background. Disabling forced expiration removes that operational failure mode while keeping the account's password strength as the control that matters; pair it with a strong root password and rotation on suspicion of compromise.","Leaving root expiration enabled risks locking out the root account if the password is not reset before it expires, after which regaining access requires the appliance recovery procedure. Disabling expiration removes that risk; the tradeoff is that the root password then changes only when an administrator rotates it, so it must be strong and rotated if compromise is suspected.",P0,Password Expires,Yes,No,NO,Modify,UI: vCenter Server Management Interface (VAMI) > Administration,N/A,N/A
vcenter-9.vami-updates,"VPM-05, VPM-04.1",N/A,6.3.3,SI-02,vCenter,9.1.0,VAMI,vCenter must have all available software updates and patches installed.,"Broadcom publishes regular patch releases for each vCenter major version that address security vulnerabilities and bugs found after the original release. A vCenter running back-revision patches carries the known vulnerabilities fixed in releases it has not yet applied, including any disclosed in Broadcom security advisories since its current build.

When applying updates, update vCenter before the ESX hosts it manages. vCenter must be at a version equal to or newer than the hosts it manages, so updating it first keeps the management layer compatible with the hosts through the rest of the cycle. Apply appliance updates through the appliance management interface or vCenter Lifecycle Manager.","A vCenter left back-level on patches is exposed to any vulnerability disclosed since its current build. The eventual catch-up upgrade is also larger and more involved, since multiple update releases may need to be applied in sequence, each with its own pre-check and reboot.",P0,N/A,Downlevel,Current,NO,Modify,UI: vCenter Server Management Interface (VAMI) > Update; compare the installed build to the latest available patch on the Broadcom Support Portal.,"(Get-View ServiceInstance).Content.About | Select-Object Version, Build, FullName",N/A
vcenter-9.vds-health-check-disable,"NET-03.3, CFG-03",VCFA-9X-000252,2.2.4,"CM-07, SC-07(16)",vCenter,9.1.0,Distributed Switch,Disable the vSphere Distributed Switch health check when not troubleshooting.,"The vSphere Distributed Switch health check verifies VLAN, MTU, and network adapter teaming configuration between the distributed switch and the physical switches by sending test packets out the uplinks. Those packets carry host, distributed switch, and port identifiers, which exposes internal network topology to anyone able to observe traffic on the physical network or the VLAN.

vCenter ships with the health check disabled, so the default state already meets this recommendation; the control audits that it has not been left enabled. Turn it on only while diagnosing a VLAN, MTU, or teaming problem, and disable it again when finished. The detail it advertises overlaps with what link-layer discovery protocols expose, so where those are also restricted (see vcenter-9.network-restrict-discovery-protocol), keeping the health check off keeps that topology information off the wire. This control applies only where distributed switches are in use.","Leaving the health check disabled has no effect on normal networking; it only needs to be on while diagnosing a VLAN, MTU, or teaming mismatch. Enabling it and forgetting to turn it off continuously advertises host, switch, and port identifiers onto the physical network, giving an observer a map of the internal topology.",P2,N/A,Disabled,Disabled,YES,Audit,UI: vSphere Client > Networking > [Distributed Switch] > Configure > Settings > Health Check,"$VDSwitches = Get-VDSwitch
$VDSwitches.ExtensionData.Config.HealthCheckConfig","Get-View -ViewType DistributedVirtualSwitch | Where-Object {($_.config.HealthCheckConfig | Where-Object {$_.enable -notmatch ""False""})} | ForEach-Object {$_.UpdateDVSHealthCheckConfig(@((New-Object Vmware.Vim.VMwareDVSVlanMtuHealthCheckConfig -property @{enable=0}),(New-Object Vmware.Vim.VMwareDVSTeamingHealthCheckConfig -property @{enable=0})))}"
vcenter-9.vpxuser-length,"IAC-10.1, IAC-10.4",VCFA-9X-000344,"8.3.1, 8.3.6",IA-05(01),vCenter,9.1.0,Base,Keep the vpxuser password at or above its default length.,"vpxuser is the account vCenter creates and manages on each ESX host to authenticate and run management operations on that host. vCenter generates the password automatically and rotates it, so administrators never type or see it. Because the credential is machine-generated, it can be long at no usability cost, and a long random password resists brute-force guessing, where an attacker tries many passwords in succession to recover the credential.

This setting controls the length vCenter uses when it generates that password. The default is already long, so the recommendation is to confirm it has not been reduced. Lowering it below the default weakens every host's vpxuser credential at once and has no operational benefit, since the password is never entered by hand.","Reducing the length below the default shortens the auto-generated vpxuser credential on every managed host, making it easier to brute-force, with no offsetting benefit since the password is never entered by hand. Increasing it has no operational effect, because vCenter generates and rotates the password automatically.",P2,config.vpxd.hostPasswordLength,32,32,YES,Audit,UI: vCenter Advanced Settings,Get-AdvancedSetting -Entity $VC -Name config.vpxd.hostPasswordLength,Get-AdvancedSetting -Entity $VC -Name config.vpxd.hostPasswordLength | Set-AdvancedSetting -Value 32
vcenter-9.vpxuser-rotation,IAC-10.13,VCFA-9X-000328,8.3.9,"IA-05, IA-05(01)",vCenter,9.1.0,Base,Rotate the vpxuser password at least as often as the default.,"vpxuser is the account vCenter creates and manages on each ESX host (see vcenter-9.vpxuser-length). vCenter not only generates this password but also rotates it automatically on a schedule, so a credential that is ever captured or leaked stops being valid after the next rotation. This setting controls how often vCenter changes it.

The default interval is already short enough to limit the useful lifetime of a captured credential, so the recommendation is to confirm it has not been changed. Setting the interval to zero disables rotation entirely, leaving each host's vpxuser password static indefinitely; lengthening it widens the window in which a captured credential remains usable. Because vCenter handles the rotation with no administrator involvement, there is no operational reason to weaken it.","Disabling rotation (interval zero) or lengthening it leaves each host's vpxuser password valid for longer, so a credential captured once stays usable until the next change. Keeping or shortening the interval has no operational effect, because vCenter performs the rotation automatically.",P2,VirtualCenter.VimPasswordExpirationInDays,30,30,YES,Audit,UI: vCenter Advanced Settings,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays,Get-AdvancedSetting -Entity $VC -Name VirtualCenter.VimPasswordExpirationInDays | Set-AdvancedSetting -Value 30
vcf-9.mfa,"IAC-06.1, IAC-02","VCFE-9X-000048, VCFA-9X-000054",8.3.1,"IA-02(01), IA-02(02)",VCF,9.1.0,Base,Integrate VMware Cloud Foundation with an identity provider that enforces multifactor authentication.,"Multifactor authentication (MFA) requires more than a password to sign in, typically a second factor from a device the user holds, so a stolen or phished password alone does not grant access. VCF administration is privileged access to the entire environment, which makes it a high-value target, so administrative sign-ins should require MFA. VCF provides single sign-on across its components (vCenter, NSX, VCF Operations, Automation, and others) and can federate to an external identity provider; configure that provider to enforce MFA for the accounts used to administer VCF.

Use an identity source dedicated to infrastructure administration rather than the general-purpose corporate directory, so that a compromise of everyday user identity does not automatically reach the management plane. The provider should apply authentication controls, such as a strong password policy and phishing-resistant MFA methods, at least as strict as the organization's standard for privileged access.

ESX hosts should likewise authenticate administrators through the central directory rather than local host accounts, so host access follows the same identity and MFA controls and is removed centrally when an administrator leaves.","Integrating an external identity provider and enforcing MFA adds an authentication dependency: administrators sign in through the provider, so a provider outage or misconfiguration can block administrative access. Keep a documented break-glass local account for recovery. Leaving administration on local accounts without MFA means a single stolen or reused password is enough to reach the management plane.",P0,N/A,Undefined,Site-Specific,NO,Modify,UI: VCF SSO identity provider / federation configuration (see product documentation for integrating an external identity provider),N/A,N/A
vcf-9.perimeter-firewall,"NET-06.1, NET-04.1",N/A,"1.4.1, 1.4.2","SC-07(05), SC-07(11)",VCF,9.1.0,Base,Limit access to VCF component management interfaces with perimeter firewalls.,"The management interfaces of the VCF components (vCenter, ESX, NSX Manager, VCF Operations, SDDC Manager, and the others) should sit on a management network that is reachable only from the networks administrators use, not from general user or workload networks and not from the internet. Placing perimeter firewalls between the management network and everything else limits which sources can even reach these interfaces, so an attacker who gains a foothold on a user or workload network cannot directly probe or attack the management plane.

This network-layer isolation is part of a defense-in-depth approach, where independent layers of control each reduce risk so that no single failure exposes the system. It complements the per-appliance firewall rules (for example esx-9.firewall-restrict-access and vcenter-9.vami-firewall-restrict-access), which restrict access at each appliance: the perimeter firewall keeps the management network unreachable from unauthorized networks, while the appliance rules constrain access among the hosts that can reach it.","Segmenting the management network behind perimeter firewalls has no effect on workloads, but administrators must connect from an authorized network (or through a bastion/jump host) to manage the environment, so plan admin access paths before tightening the perimeter. Leaving the management interfaces reachable from general or untrusted networks exposes the entire management plane to anyone who can route to it.",P0,N/A,Undefined,Site-Specific,NO,Modify,Customer perimeter firewall / network segmentation (external to VCF),N/A,N/A
vcf-9.permissions-roles,"IAC-17, IAC-21","VCFA-9X-000090, VCFA-9X-000351, VCFA-9X-000354, VCFA-9X-000380, VCFA-9X-000381, VCFN-9X-000010",7.2.2,"AC-06, AC-06(07)",VCF,9.1.0,Base,"Review and right-size accounts, permissions, and role assignments across all VCF components.","The VCF management plane spans multiple components with independent role systems, including vCenter, NSX Manager, VCF Operations, VCF Operations for Networks, VCF Automation, and SDDC Manager. Over time, role assignments drift: deployment-time roles persist after they are no longer needed, service accounts retain broad privileges granted during initial troubleshooting, and former employees' group memberships outlast their tenure. Each over-broad role becomes a foothold an attacker who compromises that identity can use to move laterally or escalate within the management plane.

Least privilege is the principle that every identity is granted only the access required to perform its function. Periodically review accounts and role assignments in each component's access-control interface, confirm that every user, group, and service account still needs the access it holds, and reduce or remove what is no longer justified. Disable or remove accounts that are no longer needed at all -- departed staff, decommissioned integrations, one-off troubleshooting logins -- rather than leaving them dormant where they widen the attack surface. Pay particular attention to service accounts used by automation or integrations: they accumulate privileges through configuration churn, are rarely rotated, and often hold administrative scope. Do not remove the internal product appliance accounts, which ship as non-login system accounts (a shell of /bin/nologin or /bin/false, or a locked password) and are required for patching and upgrades; removing them breaks lifecycle operations. No single product setting expresses this control; it is a recurring access-governance activity that lands on a site-specific baseline.","Reducing permissions for service accounts in active use can interrupt automation, monitoring agents, or integration workflows; communicate planned changes and stage them so that affected callers can be updated. Allowing over-broad access to persist keeps the consequences of any single compromised identity proportionally larger.",P1,N/A,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vcf-9.secure-baseline,"CFG-02, CFG-02.7",N/A,2.2.6,"CM-02, CM-06",VCF,9.1.0,Base,"Apply the controls in this guidance, and document the rationale for any deviations.","The controls in this guide are the security baseline for a VCF deployment. The guide is not a list of every possible hardening step; it is a working set of controls balanced for security value and operational cost. An operator who chooses to deviate from a baseline value, whether to keep an in-house automation working, to satisfy a vendor integration requirement, or to accept a higher risk in exchange for performance, is taking a legitimate engineering decision but is also taking on the obligation to record what was changed, why, and what compensating measure (if any) was applied.

Maintain a written record of every deviation, with the parameter name, the chosen value, the business reason, and the compensating control where one exists. This documentation is the audit trail an external assessor will ask for and the reference an internal team will need when an incident or drift investigation later asks why a setting is at its current value. Without it, intentional deviations become indistinguishable from misconfiguration.","Skipping the deviation documentation does not change the running configuration but eliminates the ability to later distinguish an intentional choice from a misconfiguration or unintended drift. Applying every baseline without weighing operational fit can also degrade outcomes, since some controls trade availability or supportability for security.",P1,N/A,Undefined,Site-Specific,NO,Modify,N/A,N/A,N/A
vm-9.deactivate-console-copy,"SEA-05, CFG-03",VCFV-9X-000181,3.4.2,"CM-07, SC-04",ESX,9.1.0,Virtual Machine,Virtual machines must have console copy operations deactivated.,"Console copy is a guest-tools feature that lets a user select text inside the guest console and paste it into their local clipboard, giving anyone with console access a path to move data out of the VM without going through the network. The attack scenario is straightforward: an interactive user with remote console access who would otherwise be denied network-level data exfiltration paths can copy credentials, configuration, or other sensitive guest-side data out of the VM directly through the console session. The reverse direction (host clipboard pasted into the guest), drag-and-drop, and copy/paste through the VMware Tools GUI agent are governed by their own sibling controls.

Console copy ships disabled by default on every modern VM hardware version, so this row primarily exists to audit that the default has not been changed. Explicitly setting the advanced parameter to TRUE produces the same behavior as leaving it absent; both satisfy the baseline. Setting it to FALSE is the only configuration that enables the data path, and is almost never desirable on a production workload.","Auditing this setting to its secure default does not affect workload behavior. Explicitly setting the parameter to FALSE re-enables copy from the guest console to the operator's local clipboard, which is the data-extraction path the control is intended to close.",P2,isolation.tools.copy.disable,TRUE,TRUE or Undefined,YES,Audit,UI: VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.copy.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.copy.disable | Remove-AdvancedSetting
vm-9.deactivate-console-paste,"SEA-05, CFG-03",VCFV-9X-000197,3.4.2,"CM-07, SC-04",ESX,9.1.0,Virtual Machine,Virtual machines must have console paste operations deactivated.,"Console paste is a guest-tools feature that lets a user paste content from their local clipboard into the guest VM's console session, giving anyone with console access a path to inject text into the guest without going through the network. The attack scenario is the inverse of console copy: an interactive user with remote console access can paste commands into a guest shell, drop credentials into a login prompt, or place malicious scripts into a guest editor without leaving network-side audit traces. Console copy (the reverse direction, guest content into the host clipboard), drag-and-drop, and copy/paste through the VMware Tools GUI agent are governed by their own sibling controls.

Console paste ships disabled by default on every modern VM hardware version, so this row primarily exists to audit that the default has not been changed. Explicitly setting the advanced parameter to TRUE produces the same behavior as leaving it absent; both satisfy the baseline. Setting it to FALSE is the only configuration that enables the data path, and is almost never desirable on a production workload.","Auditing this setting to its secure default does not affect workload behavior. Explicitly setting the parameter to FALSE re-enables paste from the operator's local clipboard into the guest console, which is the injection path the control is intended to close.",P2,isolation.tools.paste.disable,TRUE,TRUE or Undefined,YES,Audit,UI: VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.paste.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.paste.disable | Remove-AdvancedSetting
vm-9.deactivate-disk-shrinking-shrink,"CAP-02, CFG-03",VCFV-9X-000198,2.2.4,"CM-07, SC-05",ESX,9.1.0,Virtual Machine,Virtual machines must have virtual disk shrinking operations deactivated.,"Virtual disk shrinking is a guest-tools feature that allows the guest operating system to request that VMware Tools reclaim unused space in the underlying VMDK file. The reclaim runs at the hypervisor level, and any unprivileged user or process inside the guest can request it (it is not restricted to guest administrators). While the shrink is running, the disk becomes unavailable for normal I/O, so a malicious or buggy in-guest process that calls shrink repeatedly can leave the disk effectively unavailable for legitimate workload activity, a denial-of-service condition against the VM's own storage path.

In most modern data centers, virtual disks are thin-provisioned at the datastore level and managed centrally by storage administrators, so the guest-initiated shrink operation provides little day-to-day value. The supported modern path for the same goal is guest-issued TRIM (SATA) and UNMAP (SCSI/NVMe) commands honored by the underlying storage; vSAN supports guest TRIM/UNMAP and reclaims freed blocks incrementally without the disk-unavailability behavior the shrink operation creates. Disk shrink ships disabled by default on every modern VM hardware version, so this row primarily exists to audit that the default has not been changed. Explicitly setting the advanced parameter to TRUE produces the same behavior as leaving it absent; both satisfy the baseline. Setting it to FALSE is the only configuration that enables the guest-initiated path and is almost never desirable on a production workload.","Auditing this setting to its secure default does not affect workload behavior. Explicitly setting the parameter to FALSE re-enables the guest-initiated shrink operation, which is the denial-of-service path the control is intended to close.",P2,isolation.tools.diskShrink.disable,TRUE,TRUE or Undefined,YES,Audit,UI: VM Advanced Parameters,Get-VM -Name $VM | Get-AdvancedSetting isolation.tools.diskShrink.disable,Get-VM -Name $VM | Get-AdvancedSetting -Name isolation.tools.diskShrink.disable | Remove-AdvancedSetting
